place_name,activity,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment
Madu River Safari by Buddhi,Paddle boarding,1,0,0,1,positive
Madu River Safari by Buddhi,Photography,12,2,16,30,neutral
Madu River Safari by Buddhi,Rafting,0,0,2,2,neutral
Madu River Safari by Buddhi,Relaxing,48,0,4,52,positive
Madu River Safari by Buddhi,Religious visit,9,0,5,14,positive
Madu River Safari by Buddhi,Safari,93,3,119,215,neutral
Madu River Safari by Buddhi,Seafood tasting,3,0,1,4,positive
Madu River Safari by Buddhi,Shopping,11,1,23,35,neutral
Madu River Safari by Buddhi,Sightseeing,1,0,0,1,positive
Madu River Safari by Buddhi,Spa treatment,61,3,94,158,neutral
Madu River Safari by Buddhi,Sunset watching,7,0,2,9,positive
Madu River Safari by Buddhi,Surfing,2,0,0,2,positive
Madu River Safari by Buddhi,Swimming,1,0,2,3,neutral
Madu River Safari by Buddhi,Temple visit,39,1,49,89,neutral
Madu River Safari by Buddhi,Whale watching,1,1,0,2,positive
Madu River Safari by Buddhi,Yoga,0,0,1,1,neutral
Maduru Oya National Park,Ancient city visit,2,0,1,3,positive
Maduru Oya National Park,Camping,2,0,0,2,positive
Maduru Oya National Park,Elephant watching,3,0,6,9,neutral
Maduru Oya National Park,Jeep safari,1,0,0,1,positive
Maduru Oya National Park,Museum visit,0,0,1,1,neutral
Maduru Oya National Park,Photography,0,0,2,2,neutral
Maduru Oya National Park,Relaxing,1,0,0,1,positive
Maduru Oya National Park,Ruins exploration,0,1,0,1,negative
Maduru Oya National Park,Safari,6,0,10,16,neutral
Maduru Oya National Park,Sunrise watching,1,0,0,1,positive
Maduru Oya National Park,Sunset watching,1,0,0,1,positive
Maduru Oya National Park,Temple visit,0,1,0,1,negative
Maduru Oya National Park,Viewpoint visit,1,0,0,1,positive
Maduru Oya National Park,Wildlife watching,1,0,0,1,positive
Maha Saman Dewalaya,Pilgrimage,1,0,3,4,neutral
Maha Saman Dewalaya,Relaxing,2,0,0,2,positive
Maha Saman Dewalaya,Religious visit,2,0,1,3,positive
Maha Saman Dewalaya,Ruins exploration,0,0,1,1,neutral
Maha Saman Dewalaya,Shopping,0,0,1,1,neutral
Maha Saman Dewalaya,Temple visit,3,0,2,5,positive
Maligawila Buddha Statue,Photography,2,2,0,4,positive
Maligawila Buddha Statue,Pilgrimage,1,0,0,1,positive
Maligawila Buddha Statue,Religious visit,16,0,9,25,positive
Maligawila Buddha Statue,Ruins exploration,2,0,0,2,positive
Maligawila Buddha Statue,Temple visit,1,0,0,1,positive
Maligawila Buddha Statue,Trekking,0,0,1,1,neutral
Marble Beach,Beach walking,1,0,1,2,positive
Marble Beach,Boat ride,1,0,0,1,positive
Marble Beach,Camping,2,1,5,8,neutral
Marble Beach,Diving,1,0,1,2,positive
Marble Beach,Dolphin watching,1,0,0,1,positive
Marble Beach,Fishing,1,0,0,1,positive
Marble Beach,Hiking,3,0,0,3,positive
Marble Beach,Kayaking,1,0,0,1,positive
Marble Beach,Photography,6,0,4,10,positive
Marble Beach,Picnic,1,0,0,1,positive
Marble Beach,Relaxing,22,2,8,32,positive
Marble Beach,Scenic drive,1,0,1,2,positive
Marble Beach,Sea bathing,13,0,1,14,positive
Marble Beach,Seafood tasting,2,0,0,2,positive
Marble Beach,Shopping,1,0,4,5,neutral
Marble Beach,Sightseeing,1,0,0,1,positive
Marble Beach,Snorkelling,25,1,7,33,positive
Marble Beach,Spa treatment,4,0,0,4,positive
Marble Beach,Sunbathing,5,0,2,7,positive
Marble Beach,Sunrise watching,2,0,2,4,positive
Marble Beach,Sunset watching,0,0,1,1,neutral
Marble Beach,Surfing,3,0,1,4,positive
Marble Beach,Swimming,40,6,21,67,positive
Marble Beach,Temple visit,3,0,0,3,positive
Marble Beach,Trekking,0,1,0,1,negative
Marble Beach,Whale watching,1,0,0,1,positive
Matara Paravi Duwa Temple,Meditation,0,0,1,1,neutral
Matara Paravi Duwa Temple,Photography,3,0,1,4,positive
Matara Paravi Duwa Temple,Relaxing,4,0,0,4,positive
Matara Paravi Duwa Temple,Religious visit,2,0,1,3,positive
Matara Paravi Duwa Temple,Scenic drive,0,0,2,2,neutral
Matara Paravi Duwa Temple,Shopping,0,0,1,1,neutral
Matara Paravi Duwa Temple,Sunset watching,2,0,0,2,positive
Matara Paravi Duwa Temple,Temple visit,36,1,39,76,neutral
Matara Paravi Duwa Temple,Viewpoint visit,1,0,0,1,positive
Matara Paravi Duwa Temple,Waterfall visit,0,0,1,1,neutral
Mihintale,Ancient city visit,35,3,36,74,neutral
Mihintale,Bird watching,0,0,1,1,neutral
Mihintale,Canoeing,1,0,0,1,positive
Mihintale,Cycling,1,0,1,2,positive
Mihintale,Heritage exploration,3,0,3,6,positive
Mihintale,Hiking,6,1,4,11,positive
Mihintale,Meditation,2,3,5,10,neutral
Mihintale,Mountain climbing,1,0,1,2,positive
Mihintale,Museum visit,3,0,0,3,positive
Mihintale,Photography,8,2,7,17,positive
Mihintale,Pilgrimage,7,3,10,20,neutral
Mihintale,Relaxing,9,0,0,9,positive
Mihintale,Religious visit,31,5,31,67,positive
Mihintale,Rock climbing,4,1,5,10,neutral
Mihintale,Ruins exploration,8,2,17,27,neutral
Mihintale,Scenic drive,1,0,0,1,positive
Mihintale,Shopping,1,1,4,6,neutral
Mihintale,Sightseeing,0,0,1,1,neutral
Mihintale,Sunrise watching,14,1,5,20,positive
Mihintale,Sunset watching,82,4,41,127,positive
Mihintale,Temple visit,18,1,20,39,neutral
Mihintale,Trekking,0,0,2,2,neutral
Mihintale,Viewpoint visit,9,3,13,25,neutral
Minneriya National Park,Ancient city visit,1,0,3,4,neutral
Minneriya National Park,Bird watching,1,0,1,2,positive
Minneriya National Park,Camping,1,0,0,1,positive
Minneriya National Park,Diving,0,0,1,1,neutral
Minneriya National Park,Elephant watching,36,4,41,81,neutral
Minneriya National Park,Fishing,1,0,0,1,positive
Minneriya National Park,Jeep safari,30,0,42,72,neutral
Minneriya National Park,Kayaking,0,0,1,1,neutral
Minneriya National Park,Photography,27,1,25,53,positive
Minneriya National Park,Relaxing,3,0,3,6,positive
Minneriya National Park,Ruins exploration,2,0,1,3,positive
Minneriya National Park,Safari,137,14,192,343,neutral
Minneriya National Park,Scenic drive,6,1,3,10,positive
Minneriya National Park,Shopping,0,0,3,3,neutral
Minneriya National Park,Sightseeing,0,0,1,1,neutral
Minneriya National Park,Sunrise watching,0,0,2,2,neutral
Minneriya National Park,Sunset watching,5,0,1,6,positive
Minneriya National Park,Swimming,0,0,1,1,neutral
Minneriya National Park,Trekking,1,0,2,3,neutral
Minneriya National Park,Viewpoint visit,3,0,1,4,positive
Minneriya National Park,Village tour,0,0,1,1,neutral
Minneriya National Park,Waterfall visit,1,0,1,2,positive
Minneriya National Park,Wildlife watching,3,0,2,5,positive
Mirissa Beach,Ayurveda wellness,1,0,0,1,positive
Mirissa Beach,Beach relaxing,4,0,1,5,positive
Mirissa Beach,Beach walking,7,1,4,12,positive
Mirissa Beach,Boat ride,4,0,2,6,positive
Mirissa Beach,Boat safari,0,0,1,1,neutral
Mirissa Beach,Body boarding,8,0,4,12,positive
Mirissa Beach,Diving,7,1,3,11,positive
Mirissa Beach,Dolphin watching,4,0,0,4,positive
Mirissa Beach,Fishing,1,0,3,4,neutral
Mirissa Beach,Hiking,1,0,0,1,positive
Mirissa Beach,Local food tasting,1,0,0,1,positive
Mirissa Beach,Meditation,0,0,1,1,neutral
Mirissa Beach,Photography,8,1,7,16,positive
Mirissa Beach,Relaxing,116,3,32,151,positive
Mirissa Beach,Rock climbing,0,0,1,1,neutral
Mirissa Beach,Safari,0,0,1,1,neutral
Mirissa Beach,Scuba diving,1,0,3,4,neutral
Mirissa Beach,Sea bathing,3,0,1,4,positive
Mirissa Beach,Seafood tasting,21,0,13,34,positive
Mirissa Beach,Shopping,7,3,7,17,positive
Mirissa Beach,Snorkelling,14,1,12,27,positive
Mirissa Beach,Souvenir shopping,1,1,1,3,positive
Mirissa Beach,Spa treatment,0,0,2,2,neutral
Mirissa Beach,Sunbathing,5,0,4,9,positive
Mirissa Beach,Sunrise watching,6,0,2,8,positive
Mirissa Beach,Sunset watching,63,1,18,82,positive
Mirissa Beach,Surfing,82,1,58,141,positive
Mirissa Beach,Swimming,87,15,37,139,positive
Mirissa Beach,Turtle watching,1,0,4,5,neutral
Mirissa Beach,Viewpoint visit,2,0,0,2,positive
Mirissa Beach,Whale watching,17,1,23,41,neutral
Mirissa Beach,Yoga,2,0,0,2,positive
Moon Plains,Cycling,1,0,0,1,positive
Moon Plains,Hiking,2,0,4,6,neutral
Moon Plains,Jeep safari,9,4,27,40,neutral
Moon Plains,Meditation,0,0,1,1,neutral
Moon Plains,Photography,5,2,6,13,neutral
Moon Plains,Relaxing,3,0,1,4,positive
Moon Plains,Safari,19,9,50,78,neutral
Moon Plains,Scenic drive,1,0,0,1,positive
Moon Plains,Shopping,0,0,1,1,neutral
Moon Plains,Sunrise watching,4,0,2,6,positive
Moon Plains,Sunset watching,0,0,1,1,neutral
Moon Plains,Trekking,0,0,3,3,neutral
Moon Plains,Viewpoint visit,18,2,28,48,neutral
Moonstone or Sandakada pahana,Ancient city visit,3,0,2,5,positive
Moonstone or Sandakada pahana,Cycling,0,0,2,2,neutral
Moonstone or Sandakada pahana,Heritage exploration,0,0,1,1,neutral
Moonstone or Sandakada pahana,Photography,1,0,0,1,positive
Moonstone or Sandakada pahana,Ruins exploration,0,0,2,2,neutral
Moonstone or Sandakada pahana,Souvenir shopping,0,0,1,1,neutral
Moonstone or Sandakada pahana,Swimming,0,0,1,1,neutral
Moonstone or Sandakada pahana,Temple visit,1,0,1,2,positive
Mount Lavinia Beach,Ayurveda wellness,1,0,0,1,positive
Mount Lavinia Beach,Beach relaxing,1,0,0,1,positive
Mount Lavinia Beach,Beach walking,8,0,8,16,positive
Mount Lavinia Beach,Boat ride,0,0,3,3,neutral
Mount Lavinia Beach,Body boarding,0,0,1,1,neutral
Mount Lavinia Beach,Camping,0,1,0,1,negative
Mount Lavinia Beach,Diving,1,0,2,3,neutral
Mount Lavinia Beach,Fishing,2,0,8,10,neutral
Mount Lavinia Beach,Fort visit,1,0,0,1,positive
Mount Lavinia Beach,Local food tasting,2,0,2,4,positive
Mount Lavinia Beach,Meditation,1,0,1,2,positive
Mount Lavinia Beach,Photography,5,0,3,8,positive
Mount Lavinia Beach,Picnic,4,0,1,5,positive
Mount Lavinia Beach,Relaxing,71,2,17,90,positive
Mount Lavinia Beach,Scuba diving,1,0,3,4,neutral
Mount Lavinia Beach,Sea bathing,5,1,4,10,positive
Mount Lavinia Beach,Seafood tasting,27,0,14,41,positive
Mount Lavinia Beach,Shopping,4,0,9,13,neutral
Mount Lavinia Beach,Snorkelling,1,0,0,1,positive
Mount Lavinia Beach,Souvenir shopping,1,0,1,2,positive
Mount Lavinia Beach,Spa treatment,5,0,0,5,positive
Mount Lavinia Beach,Street food tasting,0,0,1,1,neutral
Mount Lavinia Beach,Sunbathing,2,0,3,5,neutral
Mount Lavinia Beach,Sunrise watching,1,0,0,1,positive
Mount Lavinia Beach,Sunset watching,61,0,19,80,positive
Mount Lavinia Beach,Surfing,2,1,3,6,neutral
Mount Lavinia Beach,Swimming,36,9,32,77,positive
Mount Lavinia Beach,Train ride,4,0,6,10,neutral
Mount Lavinia Beach,Turtle watching,0,1,0,1,negative
Mount Lavinia Beach,Waterfall visit,0,1,0,1,negative
Mulgirigala Raja Maha Vihara,Ancient city visit,1,0,0,1,positive
Mulgirigala Raja Maha Vihara,Hiking,5,1,5,11,positive
Mulgirigala Raja Maha Vihara,Meditation,3,0,3,6,positive
Mulgirigala Raja Maha Vihara,Mountain climbing,1,0,0,1,positive
Mulgirigala Raja Maha Vihara,Museum visit,0,1,1,2,negative
Mulgirigala Raja Maha Vihara,Photography,9,0,9,18,positive
Mulgirigala Raja Maha Vihara,Pilgrimage,0,0,1,1,neutral
Mulgirigala Raja Maha Vihara,Relaxing,12,1,3,16,positive
Mulgirigala Raja Maha Vihara,Religious visit,6,1,8,15,neutral
Mulgirigala Raja Maha Vihara,Ruins exploration,1,0,0,1,positive
Mulgirigala Raja Maha Vihara,Scenic drive,1,0,0,1,positive
Mulgirigala Raja Maha Vihara,Shopping,0,0,1,1,neutral
Mulgirigala Raja Maha Vihara,Sightseeing,3,0,0,3,positive
Mulgirigala Raja Maha Vihara,Souvenir shopping,0,1,0,1,negative
Mulgirigala Raja Maha Vihara,Sunset watching,15,0,3,18,positive
Mulgirigala Raja Maha Vihara,Swimming,3,0,1,4,positive
Mulgirigala Raja Maha Vihara,Temple visit,267,25,214,506,positive
Mulgirigala Raja Maha Vihara,Trekking,2,0,2,4,positive
Mulgirigala Raja Maha Vihara,Viewpoint visit,4,0,1,5,positive
Mulgirigala Raja Maha Vihara,Waterfall visit,0,0,1,1,neutral
Muthurajawela Marsh,Bird watching,17,1,9,27,positive
Muthurajawela Marsh,Boat ride,82,3,57,142,positive
Muthurajawela Marsh,Boat safari,2,0,2,4,positive
Muthurajawela Marsh,Canoeing,1,0,0,1,positive
Muthurajawela Marsh,Cycling,0,0,2,2,neutral
Muthurajawela Marsh,Diving,0,0,1,1,neutral
Muthurajawela Marsh,Fishing,7,0,8,15,neutral
Muthurajawela Marsh,Fort visit,0,0,1,1,neutral
Muthurajawela Marsh,Lagoon visit,6,0,5,11,positive
Muthurajawela Marsh,Museum visit,0,0,1,1,neutral
Muthurajawela Marsh,Photography,15,1,13,29,positive
Muthurajawela Marsh,Picnic,0,0,1,1,neutral
Muthurajawela Marsh,Relaxing,25,0,2,27,positive
Muthurajawela Marsh,Safari,5,0,6,11,neutral
Muthurajawela Marsh,Scenic drive,1,0,0,1,positive
Muthurajawela Marsh,Souvenir shopping,2,0,0,2,positive
Muthurajawela Marsh,Sunrise watching,2,0,0,2,positive
Muthurajawela Marsh,Sunset watching,5,0,1,6,positive
Muthurajawela Marsh,Swimming,0,0,5,5,neutral
Muthurajawela Marsh,Wildlife watching,2,0,4,6,neutral
Nagadipa Purana Vihara,Boat ride,22,6,33,61,neutral
Nagadipa Purana Vihara,Fishing,1,1,3,5,neutral
Nagadipa Purana Vihara,Heritage exploration,0,0,2,2,neutral
Nagadipa Purana Vihara,Meditation,6,0,1,7,positive
Nagadipa Purana Vihara,Museum visit,2,0,3,5,neutral
Nagadipa Purana Vihara,Photography,0,2,3,5,neutral
Nagadipa Purana Vihara,Pilgrimage,2,0,5,7,neutral
Nagadipa Purana Vihara,Relaxing,1,0,0,1,positive
Nagadipa Purana Vihara,Religious visit,9,1,31,41,neutral
Nagadipa Purana Vihara,Ruins exploration,0,0,1,1,neutral
Nagadipa Purana Vihara,Scenic drive,2,0,0,2,positive
Nagadipa Purana Vihara,Shopping,0,0,1,1,neutral
Nagadipa Purana Vihara,Sightseeing,0,1,0,1,negative
Nagadipa Purana Vihara,Souvenir shopping,0,0,1,1,neutral
Nagadipa Purana Vihara,Street food tasting,0,0,1,1,neutral
Nagadipa Purana Vihara,Swimming,0,0,1,1,neutral
Nagadipa Purana Vihara,Temple visit,94,14,158,266,neutral
Nalanda Gedige,Ancient city visit,3,1,0,4,positive
Nalanda Gedige,Heritage exploration,5,0,0,5,positive
Nalanda Gedige,Hiking,0,0,1,1,neutral
Nalanda Gedige,Museum visit,5,0,4,9,positive
Nalanda Gedige,Photography,2,0,3,5,neutral
Nalanda Gedige,Picnic,0,0,1,1,neutral
Nalanda Gedige,Relaxing,4,0,0,4,positive
Nalanda Gedige,Religious visit,5,0,5,10,positive
Nalanda Gedige,Ruins exploration,4,0,5,9,neutral
Nalanda Gedige,Temple visit,21,0,19,40,positive
Nalanda Gedige,Trekking,0,0,1,1,neutral
Nallur Kandaswamy Kovil Festival,Photography,0,0,5,5,neutral
Nallur Kandaswamy Kovil Festival,Pilgrimage,0,0,1,1,neutral
Nallur Kandaswamy Kovil Festival,Temple visit,7,3,12,22,neutral
Negombo Beach,Beach walking,1,0,0,1,positive
Negombo Beach,Fishing,1,0,0,1,positive
Negombo Beach,Photography,0,0,1,1,neutral
Negombo Beach,Relaxing,0,1,0,1,negative
Negombo Beach,Souvenir shopping,0,0,1,1,neutral
Negombo Beach,Sunset watching,1,0,1,2,positive
Negombo Beach,Swimming,0,0,4,4,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Ancient city visit,1,0,0,1,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Beach relaxing,2,0,1,3,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Beach walking,16,5,14,35,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Boat ride,1,0,7,8,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Diving,1,0,0,1,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Fishing,22,3,18,43,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Fort visit,0,2,2,4,negative
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Kite surfing,1,0,1,2,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Lagoon visit,2,0,0,2,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Local food tasting,0,0,1,1,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Meditation,1,0,0,1,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Photography,7,2,4,13,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Relaxing,48,3,24,75,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Ruins exploration,1,1,0,2,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sea bathing,2,0,1,3,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Seafood tasting,6,0,7,13,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Shopping,4,1,11,16,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sightseeing,0,0,1,1,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Snorkelling,1,0,0,1,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Souvenir shopping,1,1,7,9,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Spa treatment,0,0,2,2,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Street food tasting,5,0,6,11,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sunbathing,7,1,6,14,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sunrise watching,1,0,1,2,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sunset watching,62,0,28,90,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Surfing,5,2,3,10,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Swimming,45,37,60,142,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Train ride,1,0,1,2,positive
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Waterfall visit,0,0,1,1,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Whale watching,0,0,1,1,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Wind surfing,1,0,2,3,neutral
"Negombo BeachUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Yoga,1,0,0,1,positive
Negombo Fish Market,Photography,2,0,2,4,positive
Negombo Fish Market,Seafood tasting,0,0,3,3,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Beach walking,1,0,2,3,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Boat ride,2,0,3,5,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Fishing,15,1,32,48,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Fort visit,0,0,1,1,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Hiking,0,0,1,1,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Lagoon visit,0,0,1,1,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Market visit,5,1,4,10,positive
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Photography,30,2,14,46,positive
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Relaxing,1,0,0,1,positive
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Ruins exploration,1,0,2,3,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Scuba diving,0,0,2,2,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Seafood tasting,16,1,33,50,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Shopping,2,0,9,11,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sightseeing,0,0,1,1,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sunrise watching,0,0,1,1,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Swimming,0,0,2,2,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Temple visit,1,0,0,1,positive
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Train ride,0,0,1,1,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Viewpoint visit,0,0,1,1,neutral
"Negombo Fish MarketUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Waterfall visit,1,0,0,1,positive
Nilavarai Bottomless Well,Diving,0,0,1,1,neutral
Nilavarai Bottomless Well,Photography,1,2,6,9,neutral
Nilavarai Bottomless Well,Shopping,0,0,3,3,neutral
Nilavarai Bottomless Well,Swimming,1,1,1,3,positive
Nilavarai Bottomless Well,Temple visit,0,0,1,1,neutral
Nilaveli Beach,Beach relaxing,1,0,0,1,positive
Nilaveli Beach,Beach walking,0,1,0,1,negative
Nilaveli Beach,Boat ride,2,0,2,4,positive
Nilaveli Beach,Canoeing,1,0,0,1,positive
Nilaveli Beach,Diving,8,1,10,19,neutral
Nilaveli Beach,Dolphin watching,1,0,0,1,positive
Nilaveli Beach,Fishing,2,1,2,5,positive
Nilaveli Beach,Hiking,0,0,1,1,neutral
Nilaveli Beach,Local food tasting,0,0,1,1,neutral
Nilaveli Beach,Paddle boarding,0,0,1,1,neutral
Nilaveli Beach,Photography,3,0,0,3,positive
Nilaveli Beach,Relaxing,31,1,8,40,positive
Nilaveli Beach,Ruins exploration,1,0,0,1,positive
Nilaveli Beach,Scuba diving,1,0,1,2,positive
Nilaveli Beach,Sea bathing,1,1,5,7,neutral
Nilaveli Beach,Seafood tasting,1,1,2,4,neutral
Nilaveli Beach,Shopping,2,1,7,10,neutral
Nilaveli Beach,Snorkelling,7,0,6,13,positive
Nilaveli Beach,Souvenir shopping,0,0,1,1,neutral
Nilaveli Beach,Street food tasting,0,1,0,1,negative
Nilaveli Beach,Sunbathing,2,0,3,5,neutral
Nilaveli Beach,Sunrise watching,8,0,3,11,positive
Nilaveli Beach,Sunset watching,0,1,1,2,negative
Nilaveli Beach,Surfing,4,0,7,11,neutral
Nilaveli Beach,Swimming,43,6,25,74,positive
Nilaveli Beach,Whale watching,2,0,0,2,positive
Nilaveli Beach,Wind surfing,0,0,3,3,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Diving,0,1,0,1,negative
Nine Arches BridgeSomeone from this business manages the listing.,Forest walk,1,0,4,5,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Hiking,22,2,30,54,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Nature walk,0,0,1,1,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Photography,133,9,83,225,positive
Nine Arches BridgeSomeone from this business manages the listing.,Picnic,0,0,2,2,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Pilgrimage,1,0,0,1,positive
Nine Arches BridgeSomeone from this business manages the listing.,Relaxing,9,0,2,11,positive
Nine Arches BridgeSomeone from this business manages the listing.,Scenic drive,0,0,1,1,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Scenic train ride,3,0,0,3,positive
Nine Arches BridgeSomeone from this business manages the listing.,Shopping,2,0,5,7,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Sightseeing,2,0,0,2,positive
Nine Arches BridgeSomeone from this business manages the listing.,Souvenir shopping,0,0,3,3,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Sunrise watching,1,0,1,2,positive
Nine Arches BridgeSomeone from this business manages the listing.,Sunset watching,3,0,2,5,positive
Nine Arches BridgeSomeone from this business manages the listing.,Temple visit,0,0,1,1,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Train ride,20,1,10,31,positive
Nine Arches BridgeSomeone from this business manages the listing.,Trekking,12,5,20,37,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Viewpoint visit,4,0,7,11,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Walking trail,0,0,2,2,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Waterfall visit,2,0,3,5,neutral
Nine Arches BridgeSomeone from this business manages the listing.,Ziplining,0,0,1,1,neutral
Old Parliament Building,Beach walking,1,0,0,1,positive
Old Parliament Building,Boat ride,0,0,1,1,neutral
Old Parliament Building,Fishing,1,0,0,1,positive
Old Parliament Building,Fort visit,2,1,9,12,neutral
Old Parliament Building,Photography,33,10,43,86,neutral
Old Parliament Building,Picnic,0,0,1,1,neutral
Old Parliament Building,Scenic drive,2,0,5,7,neutral
Old Parliament Building,Shopping,0,0,2,2,neutral
Old Parliament Building,Sightseeing,0,0,3,3,neutral
Old Parliament Building,Sunset watching,0,0,4,4,neutral
Old Parliament Building,Temple visit,0,0,1,1,neutral
Old Parliament Building,Viewpoint visit,1,0,1,2,positive
Pasikudah Beach,Ancient city visit,1,0,0,1,positive
