place,sentence,true_best_time,true_crowd_level,true_cost_level,system_best_time,system_crowd_level,system_cost_level,system_time_of_day,system_season,system_day_type,system_crowd_ordinal,system_crowd_label,system_cost_band,system_amount_lkr,true_time_of_day,true_season,true_day_type,true_crowd_ordinal,true_cost_band,true_amount_lkr,notes
Gangaramaya_Temple,I told some foreigners entry is free and people started fighting with me why are you telling to others.,0,0,1,0,0,1,,,,,,FREE,,,,,,FREE,,
Horton_Plains_National_Park,"We paid a total price of $100 for driver, park fees etc.",0,0,1,0,0,1,,,,,,VERY_HIGH,30000,,,,,HIGH,$100,
Horton_Plains_National_Park,Paid the usual overpriced fee (SL knows how to milk the tourists).,0,0,1,0,0,1,,,,,,VERY_HIGH,,,,,,HIGH,,
Dambulla_Cave_Temple,We were a bit rushed to see it all because they were closing the doors for prayer.This was an extra on our tour and I'm so pleased we didn't miss it.Very reasonable tourist entrance fee compared to the better known sites.Don't miss it.,0,0,1,0,0,1,,,,,,MODERATE,,,,,,MODERATE,,
Horton_Plains_National_Park,Nice but not worth £17 each.,0,0,1,0,0,1,,,,,,HIGH,,,,,,HIGH,£17,
Ella_Rock,(970rp as of Sept 2025 - the ticket box had plenty of change).,0,0,1,0,0,1,,,,,,,,,,,,MODERATE,970rp,
Udawalawe_National_Park,200 rupees for locals and 16000 rupees for foreigners,0,0,1,0,0,1,,,,,,VERY_HIGH,16000,,,,,VERY_HIGH,16000,
Kosgoda_Sea_Turtle_Conservation_Project,The entry ticket 2000 lkr /pp.,0,0,1,0,0,1,,,,,,HIGH,2000,,,,,HIGH,2000,
Horton_Plains_National_Park,"I think it’s way too expensive, given National Park entry is free in Australia.",0,0,1,0,0,1,,,,,,FREE,,,,,,HIGH,2000,
Mulgirigala_Raja_Maha_Vihara,We did not look for the price anywhere when we got down but we just don't get why he should end the tour on the top and anyway follow us down the stairs afterwards :).,0,0,1,0,0,1,,,,,,,,,,,,NOT_STATED,,
Mulgirigala_Raja_Maha_Vihara,We got a tuk tuk there and back from tangalle for 1500lkr which we thought was reasonable.,0,0,1,0,0,1,,,,,,HIGH,1500,,,,,MODERATE, 1500,
Marble_Beach,The charges to enter not much.,0,0,1,0,0,1,,,,,,LOW,,,,,,LOW,,
Kaudulla_National_Park,80% those visitors were foreigners and they were grumbling.,0,0,1,0,1,1,,,,,,,,,,,,NOT_STATED,,
Temple_of_the_Sacred_Tooth_Relic,There's an entrance fee for foreigners at this place.This place is bang in the city so parking can be a challenge especially in peak hours.,0,0,1,0,0,1,,,,,,,,,,,,LOW,,
Seema_Malakaya_Temple,You will be given a receipt for the donation that you can show at the Gangaramaya Temple and hence wont have to pay anything there,0,0,1,0,0,1,,,,,,,,,,,,LOW,,
Sinharaja_Forest_Reserve,"The first offer you get may be 5 times higher than the park fee, which is obviously a swindle.",0,0,1,0,0,1,,MONSOON,,,,,,,,,,MODERATE,,
Royal_Botanical_Gardens,"Not only do you pay considerably more to get in than local people, you are then extorted by the workers once inside.",0,0,1,0,0,1,,,,,,,,,,,,MODERATE,,
Isurumuniya_Temple,They said that the temple has a very long story which make it becomes a must-go place.Foreigner fee: 200 rupees,0,0,1,0,0,1,,,,,,LOW,200,,,,,LOW,200,
Casuarina_Beach,parking costs Rs.100 and you get shops around to buy soft drinks and water.,0,0,1,0,0,1,,,,,,LOW,100,,,,,NOT_STATED,,
Lipton_s_Seat,A tuk tuk may cost anything between rs.1200-1500 but these guys know how to get there.,0,0,1,0,0,1,,MONSOON,,,,MODERATE,1200,,,,,MODERATE,1200,
Kaudulla_National_Park,"We found a guy to take us at a company advertising on the road in habarana, for 3 of us it cost 4300 lkr each total including park fee.",0,0,1,0,0,1,,,,,,HIGH,4300,,,,,HIGH,4300,
Turtle_Conservation_Project_Turtle_Watch,"Visited @ 8:30pm with my partner.We had our own scooter, so we were not subject to the inflated prices that tuk tuk drivers quote for their services.Once we arrived, management demanded a 1000rs payment with absolutely zero explanation of service.",0,0,1,0,0,1,,,,,,MODERATE,1000,,,,,MODERATE,1000rs,
Jaffna_Fort,"Entrance is free and it's big enough for a stroll, particularly along the walls, but there isn't much to see inside.",0,0,1,0,0,1,,,,,,FREE,,,,,,FREE,,
Minneriya_National_Park,Wish the prices were better explained in English as is done at other places.,0,0,1,0,0,1,,,,,,,,,,,,MODERATE,,
Pedro_Tea_Factory,They tour of the factory was only 250 rs.,0,0,1,0,0,1,,,,,,LOW,250,,,,,LOW,250 ,
Pedro_Tea_Factory,"The factory is one of 16 in the Kalani Valey group and for 200 rupees each you get a guided tour through the entire factory, a tea afterwards and access to the plantation fields to wander about in.",0,0,1,0,0,1,,,,,,LOW,200,,,,,LOW,200,
Royal_Botanical_Gardens,"The entrance fee for tourists is 1500 rupee each, and they give you a map of the walks and locations of plants.There are free toilets, water points, and shops inside selling food and drinks so don’t panic if you aren’t prepared.The whole place is amazing and has such wide varieties of plants.",0,0,1,0,0,1,,,,,,HIGH,1500,,,,,MODERATE,1500,
Sinharaja_Forest_Reserve,"My fears were confirmed when his initial quote for the 3 hour walk was 4600 lkr, rather more than the 2000 lkr I was told to expect.",0,0,1,0,0,1,,,,,,HIGH,4600,,,,,HIGH,4600,
Mirissa_Beach,"Unfortunately, we had already paid for four nights in Mirirssa and that is four days of our vacation that we will not get back.",0,0,0,0,0,0,,,,,,,,,,,,,,
Nine_Arches_BridgeSomeone_from_this_business_manages_the_listing,"From center Ella they bring up and down for about 5000 rupees, beautiful bridge in nature, where the train crosses twice a day, in the morning you have to be there before 11 am and in the afternoon before 4 pm.",0,0,0,0,0,0,MID_MORNING,,,,,VERY_HIGH,5000,,,,,,,
Pinnawala_Elephant_Orphanage,Please DO NOT go to this place or buy a ticket!!!.,0,0,0,0,0,0,,,,,,,,,,,,,,
Kaudulla_National_Park,The touristic part - quite expensive at 12000 LKR for a private safari with pickup.,0,0,1,0,0,0,,,,,,VERY_HIGH,12000,,,,,VERY_HIGH,12000,
Muthurajawela_Marsh,we had to call 2x to be able to get a boat trip on a Monday.,0,0,0,0,0,0,,,,,,,,,,,,,,
Elephant_Transit_Home_ETH,Great value for moneyOnly 500/- entrance.,0,0,1,0,0,0,,,,,,LOW,,,,,,LOW,500,
Pinnawala_Elephant_Orphanage,"Has a collection of injured or orphaned elephants but the entry fee and charges for bathing, feeding and riding the elephants is very high and not worth it.",0,0,1,0,0,0,,,,,,HIGH,,,,,,MODERATE,,
Hikkaduwa_Beach,I witnessed this with a chap who wasn’t happy with the price and the lady was very dogged in her attempt to make a sale.,0,0,0,0,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,Second he said that i have to pay for the driver and the car etc.. why should I pay for a driver licensed by the ministry of tourism only to drop me off.,0,0,0,0,0,0,,,,,,,,,,,,,,
Galway_s_Land_National_Park,"The trail is ideal for someone who doesn't have a lot of time but wants to bond with nature, the entire thing took us 45 mins with pictures and stops.",0,0,0,0,0,0,,,,,,,,,,,,,,
Royal_Botanical_Gardens,"I have taken a tuk tuk with a cost about 2,000 RPS a / r with (compr.",0,0,0,0,0,0,,,,,,,,,,,,,,
Sigiriya_Lion_Rock,Probably the most disappointing day out of our holiday .,0,0,0,0,0,0,,,,,,,,,,,,,,
Ritigala_Forest_Monastery,"After a short ride along a bumpy dirt track, we arrived at a few scruffy buildings and were ushered inside one to sign the visitor book and also pay the 'donation' fee of 500Rs each.",0,0,1,0,0,0,,,,,,MODERATE,500,,,,,LOW,500,
Sinharaja_Forest_Reserve,500 tip for taxi driver.,0,0,0,0,0,0,,,,,,,,,,,,,,
Hummanaya_Blow_Hole,"Costs 250LKR which is not a lot but felt thoroughly ripped off and saddened about the was this has been set up, I hope this is not the future of Sri Lanka.",0,0,0,0,0,0,,,,,,LOW,250,,,,,,,
Mirissa_Beach,Prices reasonable.,0,0,1,0,0,0,,,,,,MODERATE,,,,,,MODERATE,,
Horton_Plains_National_Park,Or suffer the queue in the early morning chill.But the hike is more than worth it.,1,0,0,0,0,0,EARLY_MORNING,,,,,MODERATE,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Viharamahadevi_Park,In European terms an average park.,0,0,0,0,0,0,,,,,,,,,,,,,,
Wilpattu_National_Park,Seems like with all the entry fee money it should be better run!,0,0,1,0,0,0,,,,,,,,,,,,MODERATE,,
Hakgala_Botanic_Gardens,"The Entry fee is 1500 Srilanka RS, then after entering the gardens & few minutes uphill walk buggies are available for hire(@250 srilankan RS per head) to take one around, the gardens are on hilly terrain so could be an issue for the elderly or unfit to walk.The gardens close by 5 pm..best time to visit would be mornings.",1,0,1,0,0,0,EVENING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,MODERATE,1500,
Victoria_Park_of_Nuwara_Eliya,Nice place but you have to pay for the entrance.,0,0,1,0,0,0,,,,,,,,,,,,MODERATE,,
Kelaniya_Raja_Maha_Vihara,"People also tried to get as much money as possible from us by trying to sell us offerings at the entrance (flowers ,etc) and a guy started showing us the way to the temple and explaining things and then asked for money.",0,0,0,0,0,0,,,,,,,,,,,,,,
Passikudah_Beach,We basically had to pay 2250 ruppees for use of one of the hotels so we could find shade and privacy and food and drink.,0,0,0,0,0,0,,,,,,,,,,,,,,
Muthurajawela_Marsh,However at Rp2600 fir two plus Rp2500 for the tuk tuk for 3 hours or so (must stay for the return) it was a lot cheaper than the Rp9000 each being quoted by the hotel.,0,0,0,0,0,0,,,,,,,,,,,,,,
Ancient_City_of_Polonnaruwa,He separated us from our driver so he could puff up a guiding fee from US$20 to US$35.,0,0,0,0,0,0,,,,,,VERY_HIGH,6000,,,,,,,
Sea_Turtle_Farm_Galle_Mahamodara,I’d love the opportunity to come back in days to see if those scheduled for realise are indeed set free.,0,0,0,0,0,0,,,,,,FREE,,,,,,,,
Mirissa_Beach,"Of course if you exceed 16,000 rupees will pay you the difference, the dishes are excellent.",0,0,0,0,0,1,,,,,,VERY_HIGH,16000,,,,,,,
Mihintale,It was worth the visit though no one checked our tickets and we had proactively gone and purchased them from a small booth in a corner.,0,0,1,0,0,0,,,,1,EMPTY,MODERATE,,,,,,MODERATE,,
Handunugoda_Tea_Estate,and a sign is posted asking you not to tip your tour guide but to put funds in a general bin if you liked your tour.,0,0,0,0,0,0,,,,,,,,,,,,,,
Bopath_Ella_Bopath_Falls,We hired a van from my friend for 9000rupees.,0,0,0,0,0,0,,,,,,VERY_HIGH,9000,,,,,,,
Hakgala_Botanic_Gardens,However being a foreigner has advantage that you can carry plastics without interrogation at the gate.,0,0,0,0,0,0,,,,,,,,,,,,,,
Elephant_Transit_Home_ETH,"Also, I did not buy from the vendors outside the gates as I wanted ALL of my monies to go directly to ETH.",0,0,0,0,0,0,,,,,,,,,,,,,,
Seema_Malakaya_Temple,Entry ticket for Gangaramaya temple is valid here and is included.,0,0,1,0,0,0,,,,,,,,,,,,MODERATE,,
Horton_Plains_National_Park,It wasn't cheap attracion but it was worth it.,0,0,1,0,0,0,,,,,,MODERATE,,,,,,MODERATE,,
Hakgala_Botanic_Gardens,Or maybe they just think money grows on trees for “foreigners” and it is okay.,0,0,0,0,0,0,,,,,,,,,,,,,,
Hakgala_Botanic_Gardens,Alternative you can rent a golf cart with driver for 2 person total 1000 rupees for 1hr.,0,0,0,0,0,0,,,,,,MODERATE,1000,,,,,,,
Jaya_Sri_Maha_Bodhi,Sunday after 18.00!!.,0,0,0,0,0,0,,,,,,,,,,,,,,
Independence_Memorial_Hall,The hall itself does not have much to offer.,0,0,0,0,0,0,,,,,,,,,,,,,,
Bopath_Ella_Bopath_Falls,nice area ticket price rupees nth august cool pure water mountains,1,0,1,0,0,0,,MONSOON,,,,,,NOT_STATED,MONSOON,NOT_STATED,,MODERATE,,
Gregory_Lake,There was a small entrance fee to enter the lake area but it was worth the money.,0,0,1,0,0,0,,,,,,MODERATE,,,,,,LOW,,
Goyambokka_Beach,"I found a piece of metal in my food and the owner seemed not to care, but offered a 35 rupee discount, pretty ridiculously for something that could have seriously harmed me.",0,0,0,0,0,0,,,,,,LOW,35,,,,,,,
Handunugoda_Tea_Estate,Maybe there are some commissions at work here since the tour is 'free'.,0,0,1,0,0,0,,,,,,FREE,,,,,,FREE,,
Popham_s_Arboretum,"Ok so my friend and I made the mistake of not booking, but we were very lucky that we called in time for them to organise a guide for a night tour.",0,0,0,0,0,0,NIGHT,,,,,,,,,,,,,
Colombo_Fort_Railway_Station,The information as to where to purchase tickets leaves a lot to be desired.,0,0,0,0,0,0,,,,,,,,,,,,,,
Koggala_Lake,It was the wettest day of our holiday.,0,0,0,0,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,"Park is easily accessible from Nuwara Eliya, you can choose from different kind of transports.",0,0,0,0,0,0,,,,,,,,,,,,,,
Ancient_City_of_Polonnaruwa,We arrived at about 10.30am and the ticket office was rammed.,0,0,0,0,0,0,,,,,,,,,,,,,,
Kosgoda_Sea_Turtle_Conservation_Project,"Charges a 50 rs ticket from locals (unsure how much it is for foreigners, but hopefully not more than 100 bucks) locals in the area bring them eggs when they find it on the beach so that they are protected from predetors as well as humans who want to eat them.",0,0,1,0,0,0,,,,,,LOW,50,,,,,LOW,50,
Royal_Botanical_Gardens,"Reasonable entry fee, large estate with well maintained gardens.",0,0,1,0,0,0,,,,,,MODERATE,,,,,,MODERATE,,
Sigiriya_Lion_Rock,"A ticket is required to enter Sigiriya, and it’s absolutely worth it.",0,0,1,0,0,0,,,,,,MODERATE,,,,,,MODERATE,,
