,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Batticaloa Fort,277.35,201.62,218.11,228.97,96.39,294.96,112.47,203.32,239.89,215.78,0.0,321.86,372.83,177.33,297.27,364.79,183.43,397.59,209.99,323.76,316.28,318.25,200.08,164.81,323.27,171.19,242.21,187.73,315.97,312.36,165.04,346.58,329.44,247.4,174.5,217.04,139.32,88.9,100.22,346.58,318.1,319.41,346.82,197.11,317.49,285.45,287.99,213.39,207.11,330.51,291.26,367.0,298.37,220.22,294.93,142.47,318.29,199.15,377.83,377.43,315.45,345.08,199.7,325.77,332.28,276.82,348.91,372.0,202.64,202.91,138.46,209.06,136.04,395.06,305.38,99.97,232.3,204.58,332.36,381.52,156.22,280.34,196.77,170.12,199.45,196.17,211.49,379.54,110.85,285.47,164.31,124.38,315.99,193.14,136.25,324.49,214.5,195.83,326.78,282.29,294.49,410.86,187.83,375.19,299.36,297.28,376.94,148.75,170.16,317.01,35.08,193.89,315.96,149.03,194.61,241.25,181.78,318.21,97.51,166.73,98.8,169.83,352.22,212.82,159.47,208.45,200.9,200.59,100.95,336.68,347.26,317.73,368.6,96.23,149.83,198.42,306.79,219.99,129.62,282.98,196.72,238.92,314.54,314.65,97.37,201.8,138.07,137.7,285.34,200.14,248.14,345.97,137.19,197.51,317.21,360.29,141.66,309.07,323.8,296.37,319.88,262.75,314.64,237.5,216.53
Beddegana Wetland Park,99.85,203.22,159.34,122.47,223.7,41.64,304.13,121.65,158.72,160.92,320.28,0.0,70.48,211.78,76.37,62.44,207.06,420.72,124.07,141.37,8.77,8.19,201.44,156.39,6.42,194.4,127.4,185.4,1.49,154.59,211.57,116.92,352.57,146.41,193.84,116.83,267.16,311.62,222.66,116.92,10.37,9.79,117.16,155.52,8.74,146.62,175.87,154.9,161.17,124.64,35.18,106.12,165.95,177.92,168.77,182.61,7.49,198.92,400.95,400.55,10.2,115.43,199.99,137.77,127.95,197.33,43.28,69.65,122.98,122.71,262.88,248.55,208.1,418.18,11.23,222.41,253.67,162.02,126.5,79.17,347.88,106.27,183.88,192.94,199.74,157.2,250.36,95.02,293.39,86.61,231.33,263.38,145.73,216.26,193.18,140.42,158.76,201.08,10.18,172.53,33.08,433.98,152.1,398.32,45.23,43.16,400.06,274.31,192.81,10.57,294.25,157.85,9.19,177.44,165.52,93.98,178.35,147.95,222.92,160.57,223.32,192.57,46.59,119.1,199.61,116.37,201.19,202.65,230.56,126.51,117.61,8.86,104.57,280.25,174.71,154.26,122.65,263.73,246.51,136.34,172.45,131.68,10.89,10.97,224.05,122.73,265.91,265.54,184.97,196.74,164.47,116.31,265.02,154.1,7.85,122.67,185.81,151.3,135.8,167.71,149.62,252.71,9.97,281.23,143.63
Bentota Beach,155.18,269.88,214.67,176.19,277.43,109.41,329.77,175.38,178.51,180.71,374.01,72.1,0.0,231.56,100.43,7.14,223.25,474.45,177.8,94.33,79.01,73.58,268.1,210.12,68.08,214.19,182.74,236.99,73.34,107.55,231.36,56.59,406.29,175.25,248.2,170.56,320.89,337.26,276.39,56.59,75.93,75.35,56.83,210.85,74.75,201.96,128.83,210.24,216.5,77.6,92.23,37.64,118.91,222.49,121.73,236.34,73.0,265.58,454.68,454.28,85.09,68.39,266.65,90.73,80.91,150.29,18.58,2.81,176.71,176.44,316.61,201.51,261.82,471.91,76.9,276.14,206.63,215.75,79.46,9.22,373.52,161.61,203.66,212.73,266.4,212.54,203.32,19.29,347.12,106.39,256.97,317.1,98.69,269.99,246.91,93.38,214.09,272.69,49.57,125.49,100.86,487.71,205.83,452.04,113.01,110.93,453.79,328.04,212.6,76.83,347.98,213.19,79.43,231.16,220.85,147.7,232.08,100.91,276.65,214.3,277.05,212.36,21.5,172.83,253.34,170.1,267.85,269.31,284.29,79.47,55.21,74.87,34.99,333.97,228.44,209.6,87.39,216.69,300.24,191.68,192.23,187.02,84.18,84.29,277.78,176.46,319.63,319.27,137.93,263.4,193.31,69.27,318.75,209.43,78.09,75.63,239.54,104.26,88.76,120.67,102.58,320.49,84.28,234.19,210.29
Bogoda Wooden Bridge,115.3,220.47,56.06,113.55,148.92,251.06,146.33,119.61,89.61,65.51,158.26,211.99,231.3,0.0,146.99,204.91,63.43,416.45,126.28,203.76,220.65,215.21,218.93,153.14,209.71,21.24,80.16,67.11,214.98,192.36,21.19,226.57,348.3,127.4,30.56,116.48,262.89,138.7,152.75,226.57,217.57,216.99,226.82,52.96,216.39,123.41,167.99,51.34,45.06,210.5,192.92,246.99,178.37,63.8,174.92,178.34,214.63,218.0,396.69,396.29,226.73,225.08,218.56,205.77,212.28,156.82,206.17,230.47,118.92,119.2,258.62,121.39,188.57,413.91,218.55,152.49,128.15,133.61,212.36,268.78,190.08,118.3,46.5,29.66,218.31,56.17,91.49,259.54,96.08,135.19,87.7,259.11,195.99,211.99,188.91,204.49,52.45,214.69,210.02,162.29,242.5,429.71,151.23,394.05,254.65,252.58,395.79,270.04,29.52,218.46,167.91,56.82,221.07,173.17,64.48,144.38,122.67,198.21,150.03,148.77,151.32,29.29,209.48,165.89,195.34,124.74,219.76,219.44,153.48,216.68,227.26,216.5,248.6,229.06,170.44,53.81,156.51,132.32,182.15,120.93,46.44,76.87,225.82,225.94,149.9,118.09,261.64,261.27,165.33,219.0,128.14,225.96,260.75,53.65,216.33,240.28,127.92,189.07,203.8,176.37,199.88,281.61,225.93,149.82,212.4
Bopath Ella (Bopath Falls),86.85,226.63,146.34,117.43,234.19,103.86,239.11,124.75,93.71,95.91,297.05,76.11,99.98,146.77,0.0,91.94,142.05,431.2,127.16,170.87,78.09,79.91,224.85,166.88,78.4,129.39,114.41,120.38,74.83,164.03,146.56,146.42,363.05,81.39,128.83,119.92,277.64,246.61,233.15,146.42,82.18,80.23,146.66,142.52,78.44,98.52,139.66,141.91,140.69,154.14,73.48,135.62,150.04,137.69,146.6,193.09,79.22,222.34,411.44,411.04,79.52,144.93,223.4,167.27,157.45,128.49,74.85,99.15,126.08,125.8,273.37,152.45,218.58,428.66,71.34,232.9,157.57,165.11,156.0,108.67,282.86,67.11,118.86,127.93,223.15,144.21,132.71,124.52,232.88,21.59,166.32,273.86,167.66,226.74,203.66,169.92,145.76,229.44,78.71,119.49,95.31,444.46,162.59,408.8,107.45,105.38,410.54,284.79,127.8,81.09,304.74,144.86,78.3,187.92,152.52,97.07,188.84,169.88,233.41,171.05,233.81,127.56,78.17,129.58,210.09,119.46,224.6,226.07,241.04,156.02,147.11,78.68,134.07,290.73,185.19,141.27,81.25,167.63,256.99,88.24,107.44,118.69,78.62,78.73,234.53,125.82,276.39,276.02,137.0,220.16,99.45,145.81,275.5,141.1,77.69,152.17,196.29,160.74,165.3,148.04,171.55,279.05,78.72,185.13,167.04
Brief Garden - Bevis Bawa,147.22,261.91,206.71,168.23,269.47,101.45,328.77,167.42,151.97,154.17,366.04,64.14,7.08,205.03,92.46,0.0,222.25,466.48,169.83,93.33,71.04,65.61,260.13,202.15,60.11,187.65,174.77,235.99,65.37,106.55,204.82,68.88,398.33,174.25,187.09,162.59,312.92,336.26,268.43,68.88,67.96,67.39,69.12,202.89,66.78,193.99,127.83,202.27,208.54,76.6,84.26,44.2,117.9,195.96,120.73,228.37,65.03,257.62,446.71,446.32,77.12,67.39,258.68,89.73,79.91,149.28,21.08,5.62,168.75,168.47,308.64,200.51,253.86,463.94,68.93,268.17,205.63,207.78,78.46,15.77,372.52,153.64,177.12,186.19,258.43,204.57,202.32,25.85,339.15,91.69,255.97,309.14,97.69,262.02,238.94,92.38,206.13,264.72,60.42,124.49,92.89,479.74,197.86,444.08,105.04,102.97,445.82,320.07,186.06,68.86,340.01,205.22,71.46,223.2,212.89,139.74,224.12,99.91,268.68,206.33,269.09,185.82,24.0,164.86,245.37,162.13,259.88,261.34,276.32,78.47,69.56,66.9,41.54,326.01,220.47,201.63,81.68,215.69,292.27,183.71,165.7,179.05,76.21,76.33,269.81,168.49,311.67,311.3,136.93,255.44,192.31,68.27,310.78,201.47,70.12,74.63,231.57,103.26,87.76,119.67,101.58,312.52,76.32,233.19,202.32
Buduruwagala Temple,131.3,271.11,95.72,153.22,202.79,246.34,114.44,170.25,84.9,60.79,183.43,207.28,223.13,60.61,142.28,222.19,0.0,467.09,176.92,148.24,215.94,210.5,269.57,203.78,205.0,43.23,119.82,21.66,210.27,136.85,60.4,171.06,398.94,71.89,32.87,156.14,297.32,121.93,206.62,171.06,212.85,212.28,171.31,92.62,211.67,129.92,112.47,91.0,84.72,154.99,209.49,191.48,122.85,84.54,119.41,228.98,209.92,268.64,447.32,446.93,222.02,169.57,269.2,150.26,156.77,101.31,235.77,222.3,169.56,169.84,296.45,67.52,242.44,464.55,213.83,206.37,72.64,184.25,156.85,213.27,158.19,130.87,65.71,38.26,268.95,95.83,35.98,204.03,146.72,130.48,41.64,282.37,140.47,262.63,242.65,148.98,92.12,265.33,205.31,106.77,237.79,480.35,201.87,444.69,249.94,247.87,446.43,306.75,38.13,213.75,193.08,96.48,216.36,223.81,104.15,184.05,173.31,142.7,203.91,199.41,205.2,37.89,235.87,216.53,245.98,160.72,270.4,270.08,207.35,161.16,171.75,211.79,193.08,254.23,221.08,93.48,132.74,82.7,236.02,127.44,54.28,116.54,221.11,221.22,203.77,168.73,296.07,295.7,109.82,269.64,72.62,170.45,295.18,93.31,211.62,184.77,178.56,133.55,148.29,120.86,144.36,332.25,221.22,100.2,263.04
Casuarina Beach,396.02,219.03,416.17,359.73,301.21,395.64,507.93,334.9,468.21,470.6,397.79,422.53,473.51,415.46,430.27,465.47,468.53,0.0,341.72,544.4,416.95,418.92,217.5,265.48,423.94,426.34,398.79,472.21,416.65,557.62,408.79,519.95,73.13,505.39,435.66,347.8,256.79,455.17,300.17,519.95,418.77,420.08,520.19,407.36,418.16,430.75,578.9,408.44,414.7,527.67,391.94,509.15,568.97,434.75,571.8,260.12,418.97,219.67,21.11,21.47,416.12,518.45,220.23,540.8,530.98,600.35,449.58,472.68,335.36,335.09,245.7,504.02,285.6,21.28,406.05,299.92,533.25,356.06,529.52,482.2,551.68,403.78,451.59,434.75,219.97,408.52,496.59,498.04,370.9,445.59,459.26,264.43,548.75,204.34,270.69,543.44,412.29,220.66,427.46,575.55,395.16,53.6,288.5,22.14,400.03,397.96,28.73,259.11,434.62,417.69,371.76,409.03,416.63,268.97,416.7,341.92,329.2,550.98,300.43,267.41,300.83,434.38,452.9,313.49,254.28,339.22,217.79,218.0,308.06,529.54,520.63,418.41,507.59,289.41,269.77,407.05,487.59,514.95,324.01,420.47,451.54,404.41,415.21,415.32,301.55,334.67,253.18,252.79,588.0,221.24,523.45,519.34,253.52,406.15,417.88,525.7,292.65,554.33,538.83,570.74,552.65,201.96,415.32,532.46,290.39
Ceylon Tea Museum,65.0,146.03,85.15,28.72,144.99,121.73,219.47,7.47,137.19,124.98,186.06,122.08,177.61,126.48,127.01,169.57,179.55,342.0,0.0,248.51,116.5,118.47,144.49,77.2,123.49,137.36,67.77,149.55,120.75,261.73,119.81,224.05,273.85,202.14,146.68,16.78,188.45,184.67,143.95,224.05,118.32,119.63,224.3,76.34,117.71,99.74,283.0,77.42,83.68,231.78,96.04,213.25,273.08,103.73,275.91,103.9,118.51,143.56,322.24,321.84,115.67,222.56,144.11,244.9,235.09,249.24,153.69,176.78,8.66,8.39,184.17,226.45,129.38,339.47,110.16,143.7,244.27,47.7,233.63,186.31,263.22,72.76,135.48,145.77,143.86,77.5,207.61,202.15,123.88,142.34,192.46,184.66,252.86,137.55,114.47,247.55,81.27,140.24,127.01,279.66,109.7,355.27,56.03,319.6,126.13,124.05,321.34,195.6,145.64,117.24,195.71,78.01,116.18,98.72,85.68,42.0,61.59,255.09,144.21,79.99,144.61,145.4,157.0,52.39,120.89,8.2,145.31,145.0,151.84,233.65,224.74,117.96,211.7,201.53,95.99,76.03,184.33,237.38,167.8,89.45,119.02,73.39,114.76,114.87,145.33,8.41,187.19,186.83,292.1,144.55,220.2,223.44,186.31,75.13,117.43,229.81,105.23,258.43,242.94,274.85,256.75,207.16,114.86,254.88,98.9
Coconut Tree Hill,226.19,340.88,234.05,247.2,348.44,180.42,252.77,246.39,171.86,174.06,321.75,143.11,94.27,198.94,171.43,93.33,146.25,545.45,248.8,0.0,150.01,144.58,339.1,281.13,139.08,181.56,209.81,159.99,144.34,16.72,198.73,35.37,477.3,98.25,171.2,241.56,391.89,260.26,347.4,35.37,146.94,146.36,35.62,230.95,145.75,213.21,43.45,229.33,223.05,21.01,163.23,52.75,31.46,222.87,36.6,307.34,144.0,336.59,525.68,525.29,156.09,32.73,337.65,9.81,16.75,73.28,106.91,93.44,247.72,247.44,387.62,124.51,332.83,542.91,147.91,347.14,129.63,286.75,22.67,84.41,296.52,232.61,204.03,176.59,337.4,234.16,126.32,75.17,285.05,161.75,179.97,388.11,7.86,340.99,317.91,0.96,230.44,343.69,139.39,48.48,171.86,558.71,276.83,523.05,184.01,181.94,524.79,399.04,176.45,147.83,331.4,234.81,150.43,302.17,242.48,218.71,303.09,7.85,347.65,285.3,348.06,176.22,107.01,243.83,324.34,241.1,338.85,340.32,355.29,20.68,36.06,145.87,55.63,404.98,299.44,231.81,158.39,139.69,371.24,210.73,192.61,214.09,155.18,155.3,348.78,247.46,390.64,390.27,60.93,334.41,116.3,30.37,389.75,231.64,149.09,55.52,310.54,13.43,7.66,33.23,5.91,391.49,155.29,157.19,281.29
Colombo Lotus Tower,103.83,200.06,163.32,117.3,218.54,38.48,311.9,116.49,166.49,168.69,315.11,11.12,78.21,219.55,80.35,70.17,214.83,415.55,118.9,149.1,0.0,5.02,198.28,151.23,12.14,202.17,131.38,193.17,10.96,162.32,219.34,124.65,347.4,154.18,201.61,111.66,261.99,293.82,217.5,124.65,3.34,4.66,124.9,159.5,3.87,150.61,183.6,158.89,165.15,132.37,32.02,113.85,173.68,181.9,176.5,177.44,5.7,195.77,395.79,395.39,3.32,123.16,196.83,145.5,135.68,205.06,44.39,77.38,117.82,117.54,257.72,256.28,202.93,413.01,12.15,217.24,261.4,156.85,134.23,86.9,355.65,110.26,191.65,200.71,196.58,161.18,258.09,102.75,288.22,94.38,239.1,258.21,153.46,211.09,188.01,148.15,162.74,197.93,14.13,180.26,29.93,428.81,146.94,393.15,42.08,40.0,394.89,269.14,200.58,2.16,289.09,161.83,3.88,172.27,169.5,88.81,173.19,155.68,217.76,155.4,218.16,200.34,47.7,113.93,194.44,111.2,198.03,199.5,225.39,134.25,125.34,3.99,112.3,275.08,169.54,158.25,130.39,271.46,241.34,140.32,180.22,135.67,5.58,4.48,218.88,117.56,260.74,260.37,192.7,193.59,172.24,124.04,259.85,158.08,4.08,130.4,180.64,159.03,143.53,175.44,157.35,249.56,4.08,288.96,140.47
Colombo National Museum,103.04,199.97,162.53,117.21,218.45,38.39,307.72,116.4,162.32,164.52,315.02,8.03,74.04,215.38,79.56,66.0,210.66,415.46,118.81,144.93,3.22,0.0,198.19,151.13,7.53,198.0,130.59,188.99,7.86,158.15,215.17,120.48,347.31,150.0,197.44,111.57,261.9,315.22,217.41,120.48,2.99,2.41,120.72,158.71,1.36,149.81,179.43,158.09,164.36,128.2,31.93,109.68,169.5,181.11,172.33,177.35,1.52,195.68,395.69,395.3,4.87,118.98,196.74,141.33,131.51,200.88,40.17,73.21,117.72,117.45,257.62,252.11,202.84,412.92,12.06,217.15,257.23,156.76,130.06,82.73,351.48,109.46,187.47,196.54,196.49,160.39,253.92,98.58,288.13,90.2,234.93,258.12,149.29,211.0,187.92,143.98,161.95,197.84,9.91,176.08,29.84,428.72,146.84,393.06,41.99,39.91,394.8,269.05,196.41,3.71,288.99,161.04,3.95,172.18,168.71,88.72,173.1,151.51,217.66,155.31,218.07,196.17,43.48,113.84,194.35,111.11,197.94,199.4,225.3,130.07,121.16,1.48,108.13,274.99,169.45,157.45,126.21,267.29,241.25,139.53,176.05,134.87,5.65,6.03,218.79,117.47,260.65,260.28,188.53,193.5,168.06,119.87,259.76,157.29,1.45,126.23,180.55,154.86,139.36,171.27,153.18,249.47,5.63,284.79,140.38
Dagoba of Thuparama,198.78,1.78,218.93,162.5,103.97,172.97,310.69,137.66,270.97,273.37,200.55,201.39,267.15,218.22,223.91,259.11,271.29,212.25,144.48,338.04,195.81,197.78,0.0,68.25,202.8,229.1,201.56,274.97,201.23,351.26,211.55,313.59,144.1,299.04,238.42,150.56,108.4,257.93,102.93,313.59,197.63,198.94,313.83,210.12,197.02,233.52,372.54,211.2,217.46,321.31,171.37,302.79,362.62,237.51,365.44,62.88,197.82,3.05,192.49,192.09,194.98,312.1,3.0,334.44,324.62,393.99,243.23,266.32,138.13,137.85,97.3,306.78,88.36,209.72,199.69,102.68,336.01,158.82,323.17,275.84,354.45,206.54,254.36,237.52,2.21,211.28,299.35,291.69,173.66,239.24,262.03,116.04,342.4,13.29,73.45,337.09,215.05,6.64,206.32,369.2,174.02,225.51,91.26,189.85,169.22,173.37,191.59,110.71,237.38,196.55,174.52,211.79,195.49,71.73,219.46,140.1,131.97,344.62,103.19,70.17,103.59,237.15,246.54,116.25,57.04,141.98,0.71,1.21,110.82,323.18,314.28,197.27,301.24,141.01,72.53,209.81,281.23,317.71,126.78,223.23,254.3,207.17,194.07,194.18,104.31,137.43,104.79,104.4,381.64,7.01,317.1,312.98,105.13,208.91,196.74,319.34,95.41,347.97,332.47,364.38,346.29,62.46,194.17,335.22,73.95
Dambulla Cave Temple,131.49,69.76,151.64,95.21,68.73,131.56,232.68,70.37,203.68,207.57,165.31,158.46,209.43,152.43,166.19,201.39,205.5,265.74,77.19,280.33,152.88,154.85,68.23,0.0,159.87,163.31,134.27,209.17,152.57,293.55,145.76,255.87,197.59,241.32,172.62,83.27,112.18,199.96,67.69,255.87,154.7,156.01,256.12,142.83,154.09,166.23,314.82,143.91,150.17,263.59,127.86,245.07,304.9,170.22,307.73,27.64,154.89,67.29,245.98,245.58,152.05,254.38,67.85,276.72,266.91,336.28,185.51,208.6,70.84,70.56,107.91,240.99,53.12,263.2,141.98,67.44,270.22,91.53,265.45,218.12,276.43,139.25,188.56,171.72,67.6,143.99,233.56,233.97,138.42,181.52,196.23,108.4,284.68,61.28,38.2,279.37,147.76,63.98,163.38,311.48,131.09,279.0,23.97,243.34,135.96,133.88,245.08,119.33,171.59,153.61,139.28,144.5,152.56,22.46,152.17,77.85,66.17,286.91,67.95,4.38,68.35,171.35,188.82,49.42,44.63,74.69,69.05,68.73,75.58,265.47,256.56,154.33,243.52,125.27,19.73,142.52,223.51,251.92,91.53,155.94,188.51,139.88,151.14,151.25,69.07,70.14,110.93,110.56,323.92,68.29,259.38,255.26,110.04,141.62,153.81,261.63,29.61,290.25,274.75,306.66,288.57,130.9,151.24,269.42,58.61
Dehiwala Zoo - Sri Lanka,104.99,204.67,164.48,121.91,223.15,43.09,301.88,121.09,156.48,158.68,319.72,6.41,68.2,209.54,78.4,60.16,204.82,420.16,123.51,139.09,10.61,7.47,202.89,155.83,0.0,192.16,132.54,183.15,7.05,152.31,209.33,114.64,352.01,144.16,191.6,116.27,266.6,309.38,222.11,114.64,8.7,8.13,114.88,160.66,8.38,151.76,173.59,160.04,166.31,122.36,36.63,103.84,163.66,183.06,166.49,182.05,6.57,200.38,400.39,400.0,11.32,113.14,201.44,135.49,125.67,195.04,34.15,67.37,122.42,122.15,262.32,246.27,207.54,417.62,16.76,221.85,251.38,161.46,124.21,76.89,345.63,111.41,181.63,190.7,201.19,162.34,248.08,92.73,292.83,84.36,229.09,262.82,143.45,215.7,192.62,138.13,163.9,202.54,3.9,170.24,34.54,433.42,151.54,397.76,46.69,44.61,399.5,273.75,190.57,9.6,293.69,162.99,11.51,176.88,170.66,93.42,177.79,145.67,222.36,160.01,222.77,190.33,37.47,118.54,199.05,115.81,202.64,204.1,230.0,124.23,115.32,8.5,102.28,279.69,174.15,159.4,120.37,261.45,245.95,141.48,170.21,136.82,13.21,12.49,223.49,122.17,265.35,264.98,182.69,198.2,162.22,114.03,264.46,159.24,8.8,120.39,185.25,149.02,133.52,165.43,147.34,254.17,12.08,278.95,145.08
Demodara Loop,121.02,231.75,61.78,119.27,160.19,233.68,143.12,130.89,72.23,48.13,169.54,194.61,213.92,21.24,129.61,187.53,46.05,427.73,137.56,186.38,203.27,197.83,230.21,164.42,192.34,0.0,85.88,49.73,197.6,174.98,21.04,209.19,359.57,110.02,13.18,122.2,274.17,132.62,164.02,209.19,200.19,199.61,209.44,58.68,199.01,117.25,150.61,57.06,50.78,193.12,196.83,229.61,160.99,52.57,157.55,189.62,197.26,229.28,407.96,407.56,209.35,207.7,229.84,188.39,194.9,139.44,188.79,213.09,130.2,130.48,269.89,104.01,199.84,425.19,201.17,163.77,110.77,144.89,194.98,251.4,186.87,124.02,29.12,12.28,229.58,61.89,74.11,242.16,107.35,117.81,70.32,270.38,178.61,223.27,200.19,187.11,58.17,225.97,192.65,144.91,225.12,440.99,162.51,405.32,237.27,235.2,407.07,281.32,12.14,201.09,179.19,62.54,203.69,184.44,70.2,150.1,133.94,180.83,161.31,160.04,162.6,11.91,192.11,177.16,206.62,136.02,231.03,230.72,164.75,199.3,209.88,199.12,231.22,240.34,181.71,59.53,139.14,114.94,193.42,114.78,29.06,82.59,208.45,208.56,161.17,129.37,272.91,272.55,147.95,230.27,110.76,208.58,272.03,59.37,198.95,222.9,139.2,171.69,186.42,158.99,182.5,292.88,208.55,132.44,223.67
Devon Falls,36.48,202.57,33.27,50.31,201.53,130.71,211.21,64.87,78.16,80.36,218.94,127.13,182.68,80.16,114.25,174.64,119.8,398.54,67.28,211.96,129.11,130.94,201.03,133.74,132.28,85.88,0.0,100.97,125.85,200.56,86.06,229.12,330.39,117.93,86.93,55.0,244.99,203.57,200.49,229.12,133.2,131.26,229.37,29.45,129.46,44.58,176.19,28.83,35.1,236.84,114.1,218.32,186.57,51.85,183.13,160.44,130.24,200.1,378.78,378.38,130.54,227.63,200.65,249.97,240.15,165.03,158.76,181.85,66.2,65.92,240.71,177.76,185.92,396.01,122.36,200.24,184.52,105.23,238.7,191.37,254.96,39.47,86.89,86.02,200.4,31.13,147.86,207.22,156.75,129.58,144.07,241.2,204.19,194.09,171.01,212.69,32.69,196.78,133.3,156.03,127.75,411.81,112.58,376.14,135.1,133.03,377.88,252.14,85.89,132.11,228.59,31.78,129.32,155.26,39.45,82.76,118.13,206.42,200.75,136.53,201.15,85.66,162.07,106.63,177.43,59.58,201.85,201.54,208.38,238.72,229.81,129.7,216.77,258.07,152.53,28.2,141.39,188.69,224.34,42.11,70.44,5.61,129.64,129.75,201.87,65.94,243.73,243.37,173.54,201.09,135.99,228.51,242.85,28.03,128.71,234.87,161.77,197.27,248.0,184.57,208.08,265.15,129.74,206.19,153.14
