place_name,Beach_mentions,Sandy beach_mentions,Rocky beach_mentions,Sea_mentions,Waves_mentions,Lagoon_mentions,Lake_mentions,River_mentions,Waterfall_mentions,Coral reef_mentions,Mountain_mentions,Rock formation_mentions,Cave_mentions,Forest_mentions,Tea plantation_mentions,Viewpoint_mentions,Scenic view_mentions,Sunset view_mentions,Sunrise view_mentions,Wildlife_mentions,Elephants_mentions,Turtles_mentions,Whales_mentions,Dolphins_mentions,Birds_mentions,Leopards_mentions,Temple_mentions,Stupa_mentions,Buddha statue_mentions,Murals_mentions,Paintings_mentions,Sculptures_mentions,Cave temple_mentions,Ancient ruins_mentions,Fortress_mentions,Fort_mentions,Colonial architecture_mentions,Museum_mentions,Lighthouse_mentions,Church_mentions,Mosque_mentions,Hindu shrine_mentions,Heritage site_mentions,Entrance fee_mentions,Ticket price_mentions,Parking_mentions,Toilets_mentions,Changing rooms_mentions,Restaurants_mentions,Cafes_mentions,Shops_mentions,Market_mentions,Souvenir stalls_mentions,Accommodation_mentions,Guided tours_mentions,Local guide_mentions,Signage_mentions,Information boards_mentions,Road access_mentions,Public transport access_mentions,Stairs_mentions,Trail_mentions,Bridge_mentions,Boat service_mentions,Crowdedness_mentions,Cleanliness_mentions,Safety_mentions,Accessibility_mentions,Family friendliness_mentions,Peacefulness_mentions,Noise level_mentions,Service quality_mentions,Value for money_mentions,Food quality_mentions,Water clarity_mentions,Water depth_mentions,Strong current_mentions,Leeches_mentions,Weather condition_mentions,Beach_sentiment_score,Sandy beach_sentiment_score,Rocky beach_sentiment_score,Sea_sentiment_score,Waves_sentiment_score,Lagoon_sentiment_score,Lake_sentiment_score,River_sentiment_score,Waterfall_sentiment_score,Coral reef_sentiment_score,Mountain_sentiment_score,Rock formation_sentiment_score,Cave_sentiment_score,Forest_sentiment_score,Tea plantation_sentiment_score,Viewpoint_sentiment_score,Scenic view_sentiment_score,Sunset view_sentiment_score,Sunrise view_sentiment_score,Wildlife_sentiment_score,Elephants_sentiment_score,Turtles_sentiment_score,Whales_sentiment_score,Dolphins_sentiment_score,Birds_sentiment_score,Leopards_sentiment_score,Temple_sentiment_score,Stupa_sentiment_score,Buddha statue_sentiment_score,Murals_sentiment_score,Paintings_sentiment_score,Sculptures_sentiment_score,Cave temple_sentiment_score,Ancient ruins_sentiment_score,Fortress_sentiment_score,Fort_sentiment_score,Colonial architecture_sentiment_score,Museum_sentiment_score,Lighthouse_sentiment_score,Church_sentiment_score,Mosque_sentiment_score,Hindu shrine_sentiment_score,Heritage site_sentiment_score,Entrance fee_sentiment_score,Ticket price_sentiment_score,Parking_sentiment_score,Toilets_sentiment_score,Changing rooms_sentiment_score,Restaurants_sentiment_score,Cafes_sentiment_score,Shops_sentiment_score,Market_sentiment_score,Souvenir stalls_sentiment_score,Accommodation_sentiment_score,Guided tours_sentiment_score,Local guide_sentiment_score,Signage_sentiment_score,Information boards_sentiment_score,Road access_sentiment_score,Public transport access_sentiment_score,Stairs_sentiment_score,Trail_sentiment_score,Bridge_sentiment_score,Boat service_sentiment_score,Crowdedness_sentiment_score,Cleanliness_sentiment_score,Safety_sentiment_score,Accessibility_sentiment_score,Family friendliness_sentiment_score,Peacefulness_sentiment_score,Noise level_sentiment_score,Service quality_sentiment_score,Value for money_sentiment_score,Food quality_sentiment_score,Water clarity_sentiment_score,Water depth_sentiment_score,Strong current_sentiment_score,Leeches_sentiment_score,Weather condition_sentiment_score
Lover's Leap Falls,0,0,0,3,0,0,11,1,267,0,51,32,0,12,115,5,180,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,20,14,0,0,4,0,2,1,2,10,2,17,13,0,81,97,5,69,1,0,14,9,13,5,25,25,1,3,15,3,1,0,0,1,50,,,,-0.3333,,,0.1818,1.0,0.5768,,0.3922,0.2812,,0.25,0.513,0.2,0.7444,0.0,,,,,,,0.4,,0.4,,,,,,,,,,,,,,,0.0,,0.25,0.05,-0.2857,,,0.75,,0.0,1.0,-0.5,0.4,0.5,0.4118,0.0,,0.1728,0.1856,0.4,0.1884,0.0,,-0.5714,0.1111,-0.2308,1.0,0.4,1.0,-1.0,0.6667,0.8667,1.0,1.0,,,-1.0,-0.44
Lunugamvehera National Park,0,0,0,2,0,0,8,1,0,0,0,0,0,8,0,0,12,0,0,22,23,1,0,0,29,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,2,0,7,1,0,2,0,0,3,0,0,12,0,0,0,0,8,1,2,1,1,0,0,0,0,3,,,,0.0,,,0.375,0.0,,,,,,0.375,,,0.6667,,,0.4091,0.0435,0.0,,,0.3448,0.2069,,,,,0.0,,,,,,,,,,,,,-0.3333,0.0,0.0,,,,,,,,1.0,,0.4286,1.0,,0.0,,,-0.3333,,,-0.4167,,,,,1.0,-1.0,0.5,-1.0,0.0,,,,,-0.3333
Madu River Safari by Buddhi,19,1,0,19,2,12,41,301,1,0,3,3,18,19,0,0,54,7,0,94,0,4,2,0,140,0,162,1,20,0,0,6,0,1,0,1,0,2,0,0,0,15,3,5,129,2,2,0,9,0,36,7,10,24,14,74,1,0,12,7,2,2,26,283,12,19,11,2,51,42,10,21,70,14,0,2,0,0,34,0.4211,0.0,,0.2632,1.0,0.5,0.439,0.4817,0.0,,0.0,0.3333,0.2778,0.4211,,,0.6667,0.8571,,0.3085,,0.25,0.0,,0.3143,,0.3333,0.0,0.5,,,0.6667,,0.0,,1.0,,0.5,,,,0.2667,0.3333,0.0,0.2946,0.5,0.5,,0.2222,,0.3611,0.1429,0.2,0.375,0.2857,0.473,1.0,,0.0833,-0.1429,0.5,0.0,0.1154,0.371,-1.0,-0.2632,0.8182,0.0,0.3529,1.0,-1.0,0.7143,-0.5714,0.4286,,0.5,,,-0.4118
Maduru Oya National Park,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,8,1,1,13,24,0,0,0,8,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,3,0,2,1,0,10,0,0,2,0,0,6,1,0,0,4,3,0,0,2,1,0,2,0,0,1,,,,,,,0.6667,,,,,,,0.0,,1.0,0.75,1.0,1.0,0.1538,0.1667,,,,0.25,,-0.5,,,,0.0,,,-1.0,,,,0.0,,,,,,0.0,0.25,,0.0,,,,,,,0.6667,,0.5,-1.0,,-0.4,,,0.5,,,0.0,1.0,,,0.5,1.0,,,-1.0,1.0,,-0.5,,,-1.0
Maha Saman Dewalaya,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,2,5,2,1,2,0,1,1,0,0,1,0,0,0,6,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,6,0,1,0,0,0,3,0,0,0,2,10,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0.0,1.0,,,,,,,,,0.5,,,,,,0.6667,0.0,0.4,0.5,1.0,0.5,,0.0,0.0,,,1.0,,,,0.1667,1.0,,,0.0,,,,,0.0,,0.0,,,1.0,,,0.1667,,0.0,,,,-1.0,,,,0.5,1.0,,1.0,1.0,,,,,,
Maligawila Buddha Statue,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,22,0,0,21,0,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,3,1,1,1,0,0,3,2,0,0,2,1,0,0,11,0,0,0,0,0,1,,,,,,,,,,,,0.5714,,0.3333,,,0.6667,,,,,,,,,,0.5,,0.7273,,,0.7619,,0.7143,,,,,,,,,1.0,,,1.0,,,,,,,,0.0,,0.3333,,,1.0,0.0,1.0,1.0,,,-0.3333,1.0,,,0.0,1.0,,,1.0,,,,,,-1.0
Marble Beach,306,40,0,78,26,0,3,1,1,3,7,12,0,3,0,1,37,1,4,3,1,0,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,32,44,12,20,2,37,3,5,1,0,85,0,1,5,0,18,15,1,2,1,3,67,122,54,7,46,65,2,36,19,64,21,23,8,0,18,0.683,0.625,,0.6923,0.6154,,0.3333,1.0,0.0,0.6667,0.7143,0.6667,,0.0,,0.0,0.7027,0.0,0.25,1.0,0.0,,1.0,1.0,0.0,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,0.25,0.4091,0.4167,0.15,0.5,0.4054,0.3333,0.0,0.0,,0.3647,,1.0,0.2,,0.2222,0.3333,0.0,1.0,0.0,0.6667,-0.5522,0.8197,0.9259,0.7143,0.5217,0.9692,-1.0,0.7778,0.1579,0.5938,1.0,0.3913,0.125,,-0.8889
Matara Paravi Duwa Temple,17,2,0,21,3,0,0,0,0,0,1,3,0,0,0,1,35,2,0,0,0,0,0,0,0,0,50,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,1,0,2,0,2,2,0,1,1,0,4,11,5,2,30,0,5,1,4,5,3,7,1,2,1,2,0,0,0,0,2,0.4118,0.5,,0.619,0.3333,,,,,,0.0,0.3333,,,,1.0,0.9429,1.0,,,,,,,,,0.56,,0.6667,,,0.0,,,,,,,,,,,,0.1818,0.2,,,,1.0,,0.0,,0.0,1.0,,1.0,1.0,,0.25,0.2727,-0.2,-0.5,0.4,,-1.0,1.0,-0.5,1.0,-0.3333,1.0,-1.0,0.0,1.0,0.5,,,,,-1.0
Mihintale,2,12,0,0,0,0,4,1,0,0,89,177,17,4,0,26,280,95,16,7,0,0,0,0,3,0,104,133,109,0,0,62,2,58,1,0,0,7,0,0,0,6,12,38,55,33,3,0,1,2,7,0,3,10,5,77,4,0,14,48,190,14,2,0,48,9,12,5,20,49,1,9,12,10,0,5,0,0,93,-0.5,-0.5,,,,,0.5,1.0,,,0.4157,0.2994,0.1176,0.0,,0.2308,0.7893,0.6737,0.625,0.4286,,,,,0.3333,,0.4712,0.4662,0.4587,,,0.5645,1.0,0.4138,1.0,,,0.7143,,,,0.0,0.6667,0.2368,0.1818,0.0606,0.3333,,1.0,0.5,0.0,,0.3333,0.4,0.6,0.4545,-0.25,,0.2857,0.25,0.2474,0.3571,1.0,,-0.4792,0.5556,-0.25,0.6,0.45,1.0,-1.0,0.5556,0.3333,0.3,,0.0,,,-0.8495
Minneriya National Park,0,0,0,3,0,0,95,10,0,0,6,10,0,46,0,4,63,6,2,222,569,3,0,0,209,18,0,0,0,0,4,2,0,6,0,0,0,2,0,0,0,0,1,29,66,9,2,0,0,0,1,0,2,42,13,118,3,0,51,3,1,40,0,0,60,7,17,0,69,19,10,16,41,5,0,8,1,0,35,,,,0.3333,,,0.2947,0.4,,,0.3333,0.3,,0.2826,,0.5,0.746,0.8333,0.0,0.3739,0.4675,0.3333,,,0.3206,0.0556,,,,,0.0,1.0,,0.0,,,,0.0,,,,,1.0,0.0345,-0.0303,0.0,0.0,,,,0.0,,0.5,0.1667,0.6154,0.5,0.0,,0.1765,0.0,0.0,0.225,,,-0.7333,-1.0,0.3529,,0.2754,0.8947,-1.0,0.4375,0.122,0.4,,0.5,0.0,,-0.6
Mirissa Beach,552,111,1,125,211,1,0,4,0,10,31,43,0,0,1,3,84,74,7,9,1,37,45,11,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,33,0,3,0,237,25,19,2,9,60,1,5,3,0,23,22,5,5,2,12,103,160,38,3,68,53,26,27,50,115,17,14,30,0,35,0.7301,0.7387,1.0,0.456,0.5308,1.0,,-0.25,,0.1,0.5161,0.5581,,,0.0,1.0,0.6667,0.7568,1.0,0.4444,0.0,0.2973,0.4,0.3636,1.0,,0.0,,,,,,,0.0,,,,,,,,,,1.0,0.5455,,0.6667,,0.5401,0.56,0.0,0.0,0.2222,0.1833,1.0,0.8,0.0,,-0.0435,0.1364,0.0,0.4,0.5,0.0833,-0.7087,0.5875,0.1053,1.0,0.5147,0.9623,-1.0,0.5926,0.4,0.7043,1.0,0.7143,0.0667,,-0.1714
Moon Plains,0,0,0,2,0,0,9,0,1,0,79,3,0,6,1,39,123,1,4,27,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,58,4,5,0,0,0,2,0,0,2,4,17,5,1,20,3,3,3,0,0,7,9,2,2,22,5,1,13,15,1,0,0,0,0,27,,,,-0.5,,,0.0,,0.0,,0.481,0.6667,,0.1667,0.0,0.3077,0.6585,0.0,0.75,0.1852,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,-0.1,0.0517,0.25,0.2,,,,-0.5,,,0.5,0.0,0.1765,-0.2,1.0,0.1,0.3333,0.0,0.0,,,-0.5714,0.1111,1.0,1.0,0.6364,1.0,-1.0,0.1538,-0.4667,0.0,,,,,-0.4074
Moonstone or Sandakada pahana,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,15,7,0,0,0,0,0,12,2,1,0,0,29,0,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,2,1,1,6,2,0,1,2,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,,,,,,,0.0,,,,,0.0,,0.0,,,,,,0.3333,0.1429,,,,,,0.0833,0.0,0.0,,,0.5517,,0.1429,,,,,,,,,0.3333,,0.0,,,,,,0.0,0.0,0.5,1.0,0.0,0.3333,0.0,,0.0,0.5,0.6,,,,-1.0,1.0,,,,1.0,,,,,,,,,-1.0
Mount Lavinia Beach,428,74,0,131,40,0,0,4,1,0,3,5,0,0,0,0,79,77,1,2,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,2,5,19,7,8,2,171,12,10,3,14,165,0,4,7,0,8,23,3,18,4,14,87,142,52,7,71,48,5,59,26,135,3,2,25,0,29,0.6612,0.3514,,0.4656,0.35,,,0.25,0.0,,0.3333,0.6,,,,,0.7089,0.7143,1.0,-0.5,1.0,0.0,,,0.5,1.0,,,,,,,,,,0.3333,0.6875,,,,,,0.5,0.4,0.3158,0.0,0.25,0.0,0.5146,0.5,0.4,0.3333,0.1429,0.5697,,-0.25,0.1429,,0.25,0.3043,0.3333,0.1667,0.5,0.0714,-0.7701,0.338,0.4231,1.0,0.5493,0.9583,-1.0,0.5932,-0.2308,0.6741,0.3333,0.5,-0.04,,-0.6552
Mulgirigala Raja Maha Vihara,22,1,0,3,0,1,2,1,0,0,22,165,114,13,0,5,199,16,0,0,2,0,0,0,3,0,231,11,81,28,111,56,86,6,0,0,1,6,0,0,0,14,0,41,74,13,6,0,0,0,1,0,7,9,8,104,3,0,8,58,159,30,0,0,21,12,4,5,18,52,0,9,17,4,0,2,1,0,23,0.6364,1.0,,0.3333,,0.0,0.0,1.0,,,0.5,0.5333,0.614,0.6154,,0.8,0.794,0.8125,,,0.5,,,,0.3333,,0.6017,0.5455,0.4568,0.6786,0.7027,0.625,0.5349,0.3333,,,1.0,-0.1667,,,,0.2857,,0.439,0.3649,0.2308,-0.1667,,,,0.0,,0.0,0.4444,0.5,0.5192,0.6667,,0.625,0.5172,0.2075,0.6,,,-0.7143,-0.5,0.5,1.0,0.4444,1.0,,0.2222,0.2941,0.0,,0.5,1.0,,-1.0
Muthurajawela Marsh,12,1,0,7,0,86,0,13,0,0,0,1,0,7,0,0,23,5,2,72,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,4,37,0,2,0,4,0,1,7,2,24,11,112,3,0,6,29,1,4,2,135,7,15,3,2,11,28,6,16,17,1,0,7,3,0,21,0.4167,0.0,,0.4286,,0.4186,,0.4615,,,,1.0,,0.1429,,,0.6087,0.6,1.0,0.4722,,,,,0.4696,,,,,,,,,,,0.0,,0.0,,0.0,,,,0.25,0.2703,,0.5,,0.25,,1.0,0.1429,1.0,0.4583,0.8182,0.5268,0.3333,,0.5,0.1724,1.0,1.0,0.0,0.4222,-0.8571,-0.3333,0.6667,0.0,0.6364,0.9286,-1.0,0.75,0.0588,1.0,,0.1429,0.0,,-0.7619
Nagadipa Purana Vihara,2,1,0,11,0,1,0,0,0,0,2,1,0,0,0,0,14,0,0,1,1,0,0,0,0,0,124,6,48,2,4,7,0,1,0,0,0,11,0,2,2,54,2,6,31,2,2,0,0,2,1,1,2,2,0,4,2,0,18,23,1,0,2,103,16,10,17,1,4,16,2,12,4,7,0,1,0,0,10,0.0,-1.0,,0.0,,1.0,,,,,0.5,0.0,,,,,0.4286,,,-1.0,0.0,,,,,,0.3548,0.6667,0.1667,0.5,0.75,0.4286,,0.0,,,,0.3636,,0.0,0.0,0.2222,0.0,0.1667,0.0,0.0,0.5,,,0.5,0.0,1.0,0.5,0.0,,0.25,0.5,,0.2778,0.087,0.0,,0.5,0.068,-0.9375,0.6,-0.1176,0.0,0.0,1.0,-1.0,-0.4167,0.0,0.0,,0.0,,,-0.6
Nalanda Gedige,0,0,0,0,0,0,49,5,0,0,2,5,1,5,0,0,16,0,0,4,2,0,0,0,2,0,101,7,14,0,0,31,1,15,0,0,0,13,0,0,0,46,8,13,10,10,0,0,0,0,0,0,0,1,1,15,5,0,28,5,1,7,0,0,13,1,0,5,3,40,0,1,41,2,0,1,10,0,4,,,,,,,0.449,0.0,,,0.5,0.0,1.0,0.4,,,0.3125,,,0.25,0.5,,,,0.0,,0.4257,0.2857,0.4286,,,0.5484,1.0,0.3333,,,,0.4615,,,,0.2609,0.625,0.6154,0.7,0.8,,,,,,,,0.0,0.0,0.0667,0.4,,0.0714,0.4,0.0,0.5714,,,-0.2308,1.0,,-1.0,0.3333,1.0,,1.0,0.9512,0.5,,0.0,0.5,,-0.75
Nallur Kandaswamy Kovil Festival,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,4,2,1,0,2,1,0,0,0,1,0,0,1,0,0,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.5385,,,,,1.0,,,,,,,,,,0.5556,0.0,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,-0.75,1.0,0.0,,0.5,1.0,,,,1.0,,,0.0,,
Negombo Beach,543,123,2,142,67,5,0,4,0,1,4,3,0,0,0,0,49,92,1,4,1,4,1,0,8,0,3,0,1,0,1,0,0,2,0,5,2,0,0,5,0,1,2,2,23,4,4,0,90,8,13,14,49,150,3,6,4,0,20,10,6,1,0,62,45,325,44,5,70,44,6,21,26,75,4,12,24,0,25,0.2928,0.374,1.0,0.0634,0.1642,0.0,,-0.25,,0.0,0.0,0.3333,,,,,0.5714,0.5761,1.0,-0.5,0.0,0.0,0.0,,0.0,,0.3333,,1.0,,0.0,,,0.0,,0.4,0.5,,,-0.2,,1.0,-0.5,0.5,-0.1304,0.0,0.25,,0.3778,-0.25,0.0769,0.5714,0.0408,0.3,0.3333,0.6667,-0.5,,0.3,-0.1,0.0,-1.0,,0.3065,-0.4889,-0.3354,-0.1364,1.0,0.2571,0.9545,-1.0,0.381,0.3077,0.4,-0.5,0.1667,-0.5417,,-0.4
Negombo Fish Market,93,8,0,56,1,11,0,0,0,2,3,2,0,0,0,1,7,0,1,8,0,0,0,0,20,1,5,0,0,0,0,2,0,2,1,5,1,1,0,2,0,0,1,5,42,3,0,0,14,0,9,282,32,29,9,46,1,0,8,31,5,3,5,59,52,44,4,0,15,2,11,5,22,60,0,1,0,0,23,0.3763,0.125,,0.3214,0.0,0.0,,,,1.0,0.3333,0.5,,,,0.0,0.4286,,0.0,0.125,,,,,0.25,1.0,0.8,,,,,1.0,,0.5,0.0,0.0,1.0,0.0,,0.5,,,0.0,0.6,0.4286,0.0,,,0.5,,0.3333,0.3191,0.1875,0.2414,0.6667,0.2609,0.0,,0.375,0.3548,0.0,0.6667,0.2,0.4237,-0.9808,-0.4773,0.25,,0.3333,0.0,-1.0,0.2,1.0,0.5,,1.0,,,-0.6957
Nilavarai Bottomless Well,0,0,0,5,0,0,4,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,9,5,3,0,0,2,0,3,1,3,2,0,3,4,0,5,5,3,2,0,0,1,17,2,1,2,1,0,2,2,0,4,13,0,0,3,,,,0.4,,,0.0,0.5,,,,,-0.3333,,,,1.0,,,,,,,,0.0,,-0.2,,,,0.0,,,0.0,,0.0,,,,,,0.0,-1.0,-0.1111,0.6,-0.3333,,,0.0,,0.0,1.0,0.6667,1.0,,0.0,0.25,,0.0,0.2,0.0,0.0,,,-1.0,-0.5294,0.0,1.0,1.0,1.0,,0.5,0.0,,-0.5,-0.1538,,,-1.0
Nilaveli Beach,260,74,0,63,46,0,0,1,0,9,0,4,0,1,0,0,24,3,10,1,1,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,4,2,1,33,5,10,1,4,71,0,1,1,0,9,9,0,1,0,26,31,118,27,1,27,80,2,5,10,24,9,22,9,0,12,0.75,0.5946,,0.5714,0.5,,,1.0,,0.4444,,0.0,,1.0,,,0.7917,0.0,0.6,1.0,1.0,1.0,0.6667,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,1.0,0.5,0.75,0.5,0.0,0.2424,-0.2,0.1,0.0,0.25,0.2958,,1.0,0.0,,0.5556,0.2222,,0.0,,0.3462,-0.5161,0.3814,0.4074,1.0,0.5556,0.975,-1.0,0.6,0.0,0.3333,1.0,0.5,0.0,,0.25
Nine Arches Bridge,1,0,0,4,5,0,0,3,5,0,93,13,3,55,38,19,239,6,3,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,36,0,0,0,0,2,3,5,32,11,3,0,4,31,7,0,11,19,5,25,19,1,69,116,31,174,440,0,93,11,29,11,20,27,7,10,24,4,0,5,0,8,45,0.0,,,0.0,0.4,,,0.3333,0.6,,0.3978,0.2308,0.6667,0.4364,0.6053,0.4211,0.6987,0.5,0.6667,-1.0,,,,,0.6667,,0.0,,,,0.0,1.0,,0.0,,1.0,0.5556,,,,,0.5,1.0,0.6,0.3125,0.0,0.6667,,0.5,0.3871,0.2857,,0.0,0.3158,0.4,0.56,0.0,0.0,0.1014,0.2414,0.1935,0.3333,0.4773,,-0.8925,-0.2727,-0.0345,0.5455,0.55,1.0,-1.0,0.3,0.25,0.5,,0.4,,-0.375,-0.5333
Old Parliament Building,33,0,0,51,0,0,14,1,0,0,0,0,0,0,0,1,32,4,0,0,0,0,0,0,5,0,1,0,0,0,0,29,0,0,0,30,69,2,7,0,0,0,8,0,1,4,0,0,1,1,3,1,3,41,0,2,0,0,23,6,0,0,0,2,6,13,3,1,4,6,0,3,2,1,0,0,1,0,1,0.3333,,,0.2941,,,0.2857,1.0,,,,,,,,1.0,0.625,0.0,,,,,,,0.2,,0.0,,,,,0.2414,,,,0.3,0.3478,0.0,0.1429,,,,0.875,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.6667,0.3659,,0.0,,,0.1739,0.3333,,,,0.5,-0.8333,0.8462,1.0,1.0,0.25,1.0,,0.3333,1.0,1.0,,,0.0,,-1.0
Pasikudah Beach,93,28,0,36,21,0,1,0,0,19,0,1,0,0,0,2,12,4,11,0,1,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,3,3,1,2,0,3,46,0,1,1,0,3,0,1,0,0,10,16,32,17,3,16,32,0,4,4,9,5,25,6,0,8,0.7527,0.5357,,0.3333,0.5238,,1.0,,,0.4737,,-1.0,,,,0.0,0.8333,0.75,0.7273,,0.0,1.0,0.5,1.0,,,,,,,1.0,,,0.0,,,,,,,,,,0.0,0.4286,,,0.0,0.6667,0.0,0.0,,0.6667,0.3913,,1.0,-1.0,,0.0,,0.0,,,0.8,-0.3125,0.625,0.9412,1.0,0.625,1.0,,0.25,-0.5,0.4444,1.0,0.6,0.3333,,0.0
Passikudah Beach,365,104,0,135,43,4,3,1,0,60,2,9,0,0,0,0,28,9,28,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,5,2,1,18,1,11,1,8,155,0,2,7,0,4,2,1,1,1,31,53,123,82,3,61,118,3,22,19,25,17,57,9,0,37,0.7479,0.5096,,0.5259,0.3488,0.5,-0.3333,1.0,,0.3167,0.0,0.2222,,,,,0.6071,0.5556,0.5,0.0,0.5,,,,,,,0.0,,,,,,,,0.0,,1.0,,,,,,,0.4,0.0,-0.5,1.0,0.2778,0.0,0.0909,-1.0,0.125,0.4516,,1.0,0.2857,,0.25,-0.5,-1.0,0.0,0.0,0.2258,-0.4528,0.7561,0.7073,0.3333,0.6066,1.0,-1.0,0.6818,-0.3684,0.56,1.0,0.5614,-0.3333,,-0.1622
Pedro Tea Factory,0,0,0,1,0,0,5,0,25,0,14,0,0,0,127,0,105,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,2,21,122,6,6,0,4,10,64,3,5,12,57,152,3,0,11,28,14,6,0,0,11,14,3,2,21,7,4,65,87,19,1,2,1,0,21,,,,1.0,,,1.0,,0.6,,0.5714,,,,0.5906,,0.8571,1.0,,0.0,,,,,,,,,,,,0.0,,,,,1.0,0.1429,,,,,0.5,0.1429,0.2787,0.1667,-0.1667,,0.5,0.8,0.3281,1.0,0.2,0.25,0.4561,0.4803,0.3333,,0.2727,0.3929,0.4286,0.5,,,-1.0,0.4286,-0.6667,1.0,0.4286,1.0,-1.0,0.3692,0.4253,0.8421,1.0,0.5,0.0,,-0.4762
Pettah Floating Market,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,12,2,3,0,14,5,50,68,18,0,0,1,0,0,8,15,0,0,2,6,18,11,0,0,1,7,2,2,14,20,0,0,0,0,3,,,,,,,0.0909,0.3333,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,,0.0,,,,,,,0.0,,0.1111,,,,,,,,,0.3333,-0.5,0.0,,0.2857,0.8,0.16,0.2353,0.1111,,,0.0,,,0.25,-0.2,,,0.0,0.1667,-0.8889,-0.6364,,,1.0,0.7143,-1.0,1.0,0.2857,0.2,,,,,-0.6667
Pidurangala Rock,1,0,0,3,0,0,0,0,0,0,44,395,17,28,0,15,409,123,144,4,7,0,0,0,5,0,107,2,53,3,5,23,11,12,17,1,0,0,0,0,0,0,4,45,104,2,3,0,0,0,2,0,3,7,3,26,6,1,6,23,142,65,1,0,73,8,30,10,36,26,0,4,40,7,1,0,0,0,54,1.0,,,0.3333,,,,,,,0.2273,0.4127,-0.0588,0.5714,,0.7333,0.7555,0.4878,0.5694,0.25,0.0,,,,0.4,,0.1402,0.0,0.2264,0.3333,0.4,0.2609,-0.2727,0.0833,0.2941,1.0,,,,,,,0.25,0.2667,0.2212,1.0,-0.3333,,,,0.0,,0.0,0.5714,0.3333,0.4615,-0.1667,1.0,0.1667,0.2174,-0.0141,0.0308,0.0,,-0.274,-0.25,-0.6667,0.6,0.3333,1.0,,1.0,0.4,0.2857,-1.0,,,,-0.5926
