place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Pidurangala Rock,Family friendliness,16,4,16,36,positive,0.752,"Not here, so the way is inevitably blocked by people who should know better, wearing flip flops (at best!), and frequently passing young children up and down.",1589,0.022655758338577723,89,0.6173091041684409,0.013985605884244098,0.010517175624951561
Pidurangala Rock,Safety,3,23,4,30,negative,0.845,"Slightly dangerous but, the sight are very beautifull.",1589,0.018879798615481436,86,0.651598177647073,0.012302042372191435,0.010395225804501761
Pidurangala Rock,Value for money,28,12,0,40,positive,0.843,"Luckily, the temple offers drapes free of charge for women at the entrance.",1589,0.025173064820641914,112,0.38744660260548613,0.009753218441925391,0.008221963146543105
Pidurangala Rock,Accessibility,7,1,2,10,positive,0.832,A bit difficult entry for disabled person or peoples afraid of heights.,1589,0.0062932662051604785,36,1.5224265354444706,0.009581035465352238,0.007971421507173062
Pidurangala Rock,Signage,2,3,1,6,negative,0.797,We were amazed by the lack of signage to this relatively unkbown and undeveloped site.,1589,0.003775959723096287,16,2.3333567516607996,0.008810661113885964,0.0070220969077671135
Pidurangala Rock,Public transport access,7,2,14,23,neutral,0.793,We visited here as an alternative to Sigiriya Lipn Rock having read about it in our guide book and had both our hotel and tuk-tuk driver recommend it as a better option.,1589,0.0144745122718691,90,0.6061358035703155,0.00877352012719777,0.006957401460867832
Pidurangala Rock,Elephants,2,2,3,7,neutral,0.791,"Amazing view of sigiriya and forest, green view excellent for sunrise clean location on the way pidurangala we see lot elephants on the road",1589,0.004405286343612335,33,1.6094379124341003,0.007090034856537888,0.0056082175715214694
Pidurangala Rock,Paintings,2,0,3,5,neutral,0.772,We did the extra steps to view the ancient paintings - well worth it.,1589,0.0031466331025802393,29,1.7386496439141066,0.005470892523329473,0.004223529028010354
Pidurangala Rock,Birds,2,0,3,5,neutral,0.756,"We highly recommend sunrise as the views are breathtaking; the rising sun illuminated the vast wilderness below, the shadows made by the two large adjacent rocks and the birds chirping in the morning sun make it a spectacular sight.",1589,0.0031466331025802393,40,1.4170660197866443,0.004458986846402279,0.003370994055880123
Pidurangala Rock,Peacefulness,26,0,0,26,positive,0.82,Great view of Sigiriya and even though there were a lot of people we also found quiet spots.,1589,0.016362492133417242,129,0.24613306953890854,0.00402735041410423,0.0033024273395654683
Pidurangala Rock,Accommodation,4,0,3,7,positive,0.774,We visited here as an alternative to Sigiriya Lipn Rock having read about it in our guide book and had both our hotel and tuk-tuk driver recommend it as a better option.,1589,0.004405286343612335,90,0.6061358035703155,0.0026702017778428,0.002066736176050327
Pidurangala Rock,Cleanliness,3,5,0,8,negative,0.87,.The price is 500 Rupees/person and we even met a group from Uga and Back and Beyond that we’re up there volunteering their time to clean up the litter.,1589,0.005034612964128383,117,0.34377153910282454,0.0017307566474654478,0.0015057582832949396
Pidurutalagala,Mountain,26,3,28,57,neutral,0.755,"(Entry is subject to clearance procedure) however a must visit place whilst In Nuwara Eliya as it needs only 1hr maximum to visit the site and return enjoying some breath-taking views on the surrounding mountains, town area and the ever so graceful green tea gardens at a distance which is so beautiful.",159,0.3584905660377358,24,1.927891643552635,0.691130966556605,0.5218038797502368
Pidurutalagala,Scenic view,37,2,10,49,positive,0.784,"be heat)If the weather is clear,you can see adamspeak from here(we sow it)So don't miss it if you go to nuwareliya You can't get a view like this in the world I guess For more information and for more pictures you can contact me",159,0.3081761006289308,128,0.25391520998096345,0.07825059930230949,0.06134846985301064
Pidurutalagala,Weather condition,4,9,2,15,negative,0.765,"something feets from the sea level It's a high security zone,make sure your car is ready for the climb(otherwise it can be heat)If the weather is clear,you can see adamspeak from here(we sow it)So don't miss it if you go to nuwareliya You can't get a view like this in the world I guess For more information and for more pictures",159,0.09433962264150944,82,0.6992262266363275,0.0659647383619177,0.050463024846867044
Pidurutalagala,Temple,0,2,6,8,neutral,0.755,"There is a small temple on the top, some towers and a small shop to have a hot tea and hot rotty while shivering on top of Sri Lanka.",159,0.050314465408805034,76,0.7752121336142496,0.0390043840812201,0.02944830998132118
Pidurutalagala,Parking,0,0,5,5,neutral,0.764,"Once you go up, there is quite a large car park.",159,0.031446540880503145,54,1.1169614273363062,0.0351245731866763,0.026835173914620692
Pidurutalagala,Ticket price,3,0,7,10,neutral,0.755,It is free of cost.,159,0.06289308176100629,94,0.5626506916305767,0.035386835951608596,0.02671706114346449
Pidurutalagala,Safety,2,3,2,7,negative,0.806,Land slide warning,159,0.0440251572327044,86,0.651598177647073,0.02868671222345604,0.02312149005210557
Pidurutalagala,Value for money,8,0,0,8,positive,0.81,If your lucky in a cloud free day you will be able to enjoying some breathtaking views from there.,159,0.050314465408805034,112,0.38744660260548613,0.01949416868455276,0.01579027663448774
Pinnawala Elephant Orphanage,Elephants,271,52,258,581,positive,0.786,The best part was the bathing of the elephants which we already had access to anyway as our hotel was down on the waterfront.,1596,0.36403508771929827,33,1.6094379124341003,0.585891871631712,0.4605110111025256
Pinnawala Elephant Orphanage,River,85,8,159,252,neutral,0.77,orphan elephants and I think it is good to do this initiative.It is quite amazing to see the elephants bathe and then return from the river but also quite sad and meaningless to see some inside strapped and used for tourist attraction - Milk feeding is a joke,1596,0.15789473684210525,33,1.6094379124341003,0.2541217756474895,0.19567376724856692
Pinnawala Elephant Orphanage,Wildlife,81,20,103,204,neutral,0.783,"This place was good to visit- cost 2,500 rupees (25AUD) per person which is similar to animal park prices in Australia.",1596,0.12781954887218044,54,1.1169614273363062,0.14276950574975342,0.11178852300205692
Pinnawala Elephant Orphanage,Ticket price,15,26,89,130,neutral,0.757,"This place was good to visit- cost 2,500 rupees (25AUD) per person which is similar to animal park prices in Australia.",1596,0.08145363408521303,94,0.5626506916305767,0.045829943553869025,0.034693267270278855
Pinnawala Elephant Orphanage,Value for money,56,36,0,92,positive,0.827,I wish I'd chosen a national park with free roaming Eles rather than this sanctuary where they have hugely commercialised every aspect of caring for them.,1596,0.05764411027568922,112,0.38744660260548613,0.022334014686531782,0.018470230145761782
Pinnawala Elephant Orphanage,Souvenir stalls,8,5,17,30,neutral,0.774,Everything inside the souvenir shop is exorbitantly priced and not worth the buy.,1596,0.018796992481203006,49,1.214125175789954,0.022821901800563045,0.017664151993635798
Pinnawala Elephant Orphanage,Service quality,19,9,21,49,neutral,0.78,have issues with the elephants being ridden by the keepers & also on the road into the orphanage a place offering ‘ride an elephant’ Service - this to me is totally wrong and should not be allowed!,1596,0.03070175438596491,88,0.6286086594223741,0.019299388666476396,0.01505352315985159
Pinnawala Elephant Orphanage,Safety,22,10,13,45,positive,0.808,"close proximity was amazing, would we prefer no chains - of course, but you can see in most cases it is for the Elephant & public safety as most do not have such chains when back in the ample enclosures.",1596,0.02819548872180451,86,0.651598177647073,0.018372129068996417,0.014844680287749107
Pinnawala Elephant Orphanage,Restaurants,9,1,15,25,neutral,0.778,Visited with the family Sad to see the animals in captivity But good experience for kids to have closer look of a giant animalsDon’t eat food in high end restaurants -no much different compare to street food Good public transportation available even though it’s not it’s best for country like Ceylon Might visit again,1596,0.015664160401002505,49,1.214125175789954,0.019018251500469204,0.014796199667365041
Pinnawala Elephant Orphanage,Entrance fee,10,4,32,46,neutral,0.798,It was a bit hot so did not venture too much.The fees for adults are LKR 2500 for international tourist and LKR 700 for SAARC countries tourists.I think 1 hour is sufficient for the entire place.,1596,0.02882205513784461,87,0.6400373552459969,0.018447191943180362,0.01472085917065793
Pinnawala Elephant Orphanage,Information boards,0,0,7,7,neutral,0.774,Signs and information boards explain everything.,1596,0.0043859649122807015,4,3.71965111278069,0.016314259266581973,0.012627236672334447
Pinnawala Elephant Orphanage,Accommodation,9,2,27,38,neutral,0.761,The best part was the bathing of the elephants which we already had access to anyway as our hotel was down on the waterfront.,1596,0.023809523809523808,90,0.6061358035703155,0.014431804846912272,0.010982603488500239
Pinnawala Elephant Orphanage,Guided tours,5,1,3,9,positive,0.833,"included a guided tour of the museum (explaining some interesting facts),",1596,0.005639097744360902,36,1.5224265354444706,0.008585112041980097,0.007151398330969421
Pinnawala Elephant Orphanage,Forest,2,0,8,10,neutral,0.756,aware of this when they enter and hopefully all money raised goes towards the elephant's upkeep and setting them free back into the jungle.I found all the public areas where we went and the enclosures we saw were very clean and tidy.Take Sri Lankan money with you - although you can use CC at the Orphanage shop and other,1596,0.006265664160401002,51,1.1741198411762548,0.007356640608873776,0.005561620300308575
Pinnawala Elephant Orphanage,Accessibility,3,1,2,6,positive,0.827,I expected it to be in a sanctuary however it was easily accessible by tuk tuk.,1596,0.0037593984962406013,36,1.5224265354444706,0.005723408027986731,0.0047332584391450265
Pinnawala Elephant Orphanage,Toilets,3,0,3,6,positive,0.79,They have dry restrooms for foreigner ticket holders for free.,1596,0.0037593984962406013,37,1.4950275612563562,0.005620404365625399,0.004440119448844065
Pinnawala Elephant Orphanage,Museum,2,0,4,6,neutral,0.767,"included a guided tour of the museum (explaining some interesting facts),",1596,0.0037593984962406013,36,1.5224265354444706,0.005723408027986731,0.004389853957465823
Pinnawala Elephant Orphanage,Cleanliness,15,4,2,21,positive,0.87,"In general the area is very clean and organized but it wasnt worth it, the elephants that i saw looked sad.",1596,0.013157894736842105,117,0.34377153910282454,0.0045233097250371645,0.003935279460782333
Pinnawala Elephant Orphanage,Crowdedness,3,14,5,22,negative,0.826,"Unfortunately, we went on a Sunday which meant that the place was extremely crowded.",1596,0.013784461152882205,122,0.3019244291673241,0.0041618655649631135,0.0034377009566595317
Pinnawala Elephant Orphanage,Public transport access,3,0,4,7,neutral,0.789,I expected it to be in a sanctuary however it was easily accessible by tuk tuk.,1596,0.0043859649122807015,90,0.6061358035703155,0.002658490366536471,0.002097548899197276
Pinnawala Elephant Orphanage,Peacefulness,10,0,0,10,positive,0.804,peaceful city if some one wants to travel this places Call +94717613047.,1596,0.006265664160401002,129,0.24613306953890854,0.001542187152499427,0.0012399184706095394
Pitawala Pathana,Mountain,9,1,8,18,positive,0.782,"Visit during late afternoon and walk up the slight slope and look back at the most spectacular views towards the mountains, including Manigala.",115,0.1565217391304348,24,1.927891643552635,0.3017569529038907,0.23597393717084253
Pitawala Pathana,Rock formation,3,0,6,9,neutral,0.764,"we were traveling from wasgamuwa to mathale via pitiwala pathana, this place is awesome, vast plain ends at a sheer cliff from north side which has the view as far as you can see, and other side shows most rural villages in sri lanka, Manigala, and pitawala, there is a water fall before pitawala (towards",115,0.0782608695652174,20,2.1102132003465894,0.1651471200271244,0.12617239970072303
Pitawala Pathana,Viewpoint,4,0,4,8,positive,0.805,"It's unusual in Sri Lanka to see such an open stretch of countryside, and you get amazing views of the main ridge of the Knuckles mountains to the South and also to the North where the ground drops away sharply at the mini World's End viewpoint.",115,0.06956521739130435,29,1.7386496439141066,0.12094954044619873,0.09736438005918997
Pitawala Pathana,Weather condition,2,9,4,15,negative,0.76,Good weather.,115,0.13043478260869565,82,0.6992262266363275,0.09120342086560793,0.06931459985786202
Pitawala Pathana,Trail,4,0,3,7,positive,0.757,The Chariot Path and surrounds are simply stunning and offer a wide range of hikes for various skill and fitness levels.The natural wonder however is the highlight.,115,0.06086956521739131,39,1.4423838277709342,0.08779727647301339,0.06646253829007114
Pitawala Pathana,Forest,4,0,4,8,positive,0.785,Nice walk through a plain and in small forest to see mini world end.,115,0.06956521739130435,51,1.1741198411762548,0.0816779019948699,0.06411715306597288
Pitawala Pathana,Waterfall,1,1,3,5,neutral,0.764,Pitawala pathana is also one of the Mini Worlds end in Sri Lanka.It is also Biodiversity hot spot and belongs to Knuckles Worlds Heritage site.There are many waterfalls nearby more than this magnificent area.,115,0.043478260869565216,24,1.927891643552635,0.0838213758066363,0.06403953111627014
Pitawala Pathana,Scenic view,22,0,10,32,positive,0.793,"Visit during late afternoon and walk up the slight slope and look back at the most spectacular views towards the mountains, including Manigala.",115,0.2782608695652174,128,0.25391520998096345,0.07065466712513765,0.05602915103023416
Pitawala Pathana,Family friendliness,3,0,4,7,neutral,0.76,I recommend this place for all the nature lovers with family or friends.,115,0.06086956521739131,89,0.6173091041684409,0.037575336775470314,0.02855725594935744
Pitawala Pathana,Ticket price,1,0,5,6,neutral,0.762,(Since we visited several palaces on the same day and bought so many different tickets I cannot recall the exact price paid here.)While riverston (the other famous view point in the route) was covered in mist as it was the off season (we visited in June) Pitawala Pathana,115,0.05217391304347826,94,0.5626506916305767,0.029355688258986608,0.022369034453347796
Polhena Beach,Beach,119,21,41,181,positive,0.805,"The beach is messy,untidy and the sea looks dirty.The whole village is unappealing,some hotels still closed after the tsunami",771,0.23476005188067445,64,0.9470623905409088,0.22233241593761932,0.17897759482978357
Polhena Beach,Turtles,36,4,31,71,positive,0.788,The waters are safe to swim as the waves crash against the reefs turning this into something like a lagoon.On a good day you should be able to see quite a good number of colorful and fish and some turtles as well.,771,0.09208819714656291,16,2.3333567516607996,0.21487461656020335,0.16932119784944025
Polhena Beach,Coral reef,26,4,18,48,positive,0.761,The waters are safe to swim as the waves crash against the reefs turning this into something like a lagoon.On a good day you should be able to see quite a good number of colorful and fish and some turtles as well.,771,0.0622568093385214,9,2.908720896564361,0.18108768227638047,0.13780772621232554
Polhena Beach,Water depth,17,2,17,36,positive,0.756,The shallow water is so calm during the mornings and there won't be any waves.,771,0.04669260700389105,13,2.540996116439044,0.11864573306330167,0.08969617419585607
Polhena Beach,Waves,19,4,7,30,positive,0.785,"You can barely see waves within 200M and It's pretty safe to swim close to the beach (But do no go too far, as there are some underwater swirls time to time) .",771,0.038910505836575876,20,2.1102132003465894,0.08210946304850543,0.06445592849307677
Polhena Beach,Strong current,10,2,8,20,positive,0.762,the beach is calm n the tides very low during the month of june.,771,0.02594033722438392,21,2.0614230361771577,0.05347400872054884,0.040747194645058216
Polhena Beach,Food quality,11,1,4,16,positive,0.753,spent about 2 wonderful days with superb sea food dishes.,771,0.020752269779507133,16,2.3333567516607996,0.04842244880229934,0.0364621039481314
Polhena Beach,Safety,35,7,2,44,positive,0.792,We have a great time an absolutely no problem....It's very dangerous to write such lies in internet.,771,0.057068741893644616,86,0.651598177647073,0.03718588821851,0.02945122346905992
Polhena Beach,Restaurants,6,2,12,20,neutral,0.776,Very pleasant with less crowd and calm seas( normally calm in the morning).There is no proper restaurants in close proximity.,771,0.02594033722438392,49,1.214125175789954,0.03149481649260581,0.02443997759826211
Polhena Beach,Family friendliness,21,1,17,39,positive,0.757,"nice beach, suitable for children and non-swimmers",771,0.05058365758754864,89,0.6173091041684409,0.031225752350932806,0.023637894529656134
Polhena Beach,Rock formation,5,1,5,11,positive,0.769,But I found that the best place was near the large rocks.,771,0.014267185473411154,20,2.1102132003465894,0.03010680311778532,0.02315213159757691
Polhena Beach,Crowdedness,5,53,2,60,negative,0.846,"Be careful while snorkeling so that you step on or damage the corals in any form.The beach is a small stretch, avoid it on Public holidays as it can get very crowded.",771,0.07782101167315175,122,0.3019244291673241,0.023496064526640006,0.019877670589537443
Polhena Beach,Water clarity,4,2,0,6,positive,0.893,"Beautiful clear water, unfortunately we didn't see much when we went out snorkeling.",771,0.007782101167315175,13,2.540996116439044,0.01977428884388361,0.017658439937588064
Polhena Beach,Accommodation,15,2,11,28,positive,0.788,"The beach is messy,untidy and the sea looks dirty.The whole village is unappealing,some hotels still closed after the tsunami",771,0.03631647211413749,90,0.6061358035703155,0.022012714007741678,0.017346018638100442
Polhena Beach,Cleanliness,29,12,1,42,positive,0.875,"The beach is messy,untidy and the sea looks dirty.The whole village is unappealing,some hotels still closed after the tsunami",771,0.054474708171206226,117,0.34377153910282454,0.018726854270192776,0.01638599748641868
Polhena Beach,Wildlife,7,1,3,11,positive,0.805,"There are few beautiful corals also but you have to be aware of ""Ikiri"" some sort of sea animal that has needle like thorns.",771,0.014267185473411154,54,1.1169614273363062,0.015935895850453137,0.012828396159614777
Polhena Beach,Parking,1,2,7,10,neutral,0.77,The beach leads off from a large (busy) car park.,771,0.01297016861219196,54,1.1169614273363062,0.01448717804586649,0.011155127095317198
Polhena Beach,Peacefulness,44,1,0,45,positive,0.773,Recommended if you like calm.,771,0.058365758754863814,129,0.24613306953890854,0.014365743358302055,0.01110471961596749
Polhena Beach,Public transport access,7,3,8,18,neutral,0.78,"A lovely beach, the main Polhena beach had a security station, taxi rank and small shop, but other bays further north (200m) were empty and idyllic - very safe swimming, good snorkeling for area.Definitely best in the area, saw plenty of surfers off the reef further north",771,0.023346303501945526,90,0.6061358035703155,0.014151030433548222,0.011037803738167613
Polhena Beach,River,0,1,5,6,neutral,0.75,will decrease to zero in a few seconds as the ground is stirred up.If you happy to snorkel and swim in some murky waters (there is a river coming in nearby) and dont mind doing so amongst many people then enjoy.,771,0.007782101167315175,33,1.6094379124341003,0.01252480865707471,0.009393606492806033
Polhena Beach,Weather condition,3,6,0,9,negative,0.778,Relax and chill out with friends appreciating the great beauty of sunny beach is the way to enjoy it here.,771,0.011673151750972763,82,0.6992262266363275,0.008162173851785925,0.00635017125668945
Polhena Beach,Value for money,9,3,0,12,positive,0.843,no more..The hotels around here is overpriced and not clean..,771,0.01556420233463035,112,0.38744660260548613,0.006030297316816905,0.005083540638076651
Polhena Beach,Scenic view,6,0,2,8,positive,0.787,It is a good beach to stop at for a while to 'chill out' and enjoy the sea views.,771,0.010376134889753566,128,0.25391520998096345,0.002634658469322578,0.002073476215356869
Polonnaruwa Vatadage,Ancient ruins,38,1,23,62,positive,0.785,This amazingly well preserved ruin will make you feel that you are part of another world..,356,0.17415730337078653,23,1.9704512579714308,0.3431684775118784,0.2693872548468246
Polonnaruwa Vatadage,Buddha statue,19,1,40,60,neutral,0.787,"Definitely worth a stop to see these, you can never get bored of the Buddha statues.",356,0.16853932584269662,47,1.255797872190522,0.21165132677368348,0.1665695941708889
Polonnaruwa Vatadage,Sculptures,32,1,24,57,positive,0.786,One of the best sites in the ancient city -- the statue is magnificent.,356,0.1601123595505618,55,1.0986122886681098,0.175901405769894,0.1382585049351367
Polonnaruwa Vatadage,Heritage site,10,0,12,22,neutral,0.796,Like all the structures in this impressive and extensive historical site it was very impressive.,356,0.06179775280898876,30,1.7047480922384253,0.10534960120574538,0.08385828255977333
Polonnaruwa Vatadage,Museum,8,3,11,22,neutral,0.779,The museum worth a quick tour to better understand the ruins and temples but once you're visiting you don't necessarily need a guide.,356,0.06179775280898876,36,1.5224265354444706,0.09408253870724256,0.07329029765294195
Polonnaruwa Vatadage,Stupa,6,0,11,17,neutral,0.766,This is a beautiful picture perfect stupa.,356,0.047752808988764044,29,1.7386496439141066,0.08302540434421295,0.06359745972766712
Polonnaruwa Vatadage,Local guide,14,1,13,28,positive,0.763,Touring the whole site in a day is the best way to see the places and even better if you have a good guide that can explain everything,356,0.07865168539325842,66,0.9162907318741551,0.07206781037212456,0.05498773931393104
Polonnaruwa Vatadage,Temple,17,2,13,32,positive,0.786,stair case some of the most beautifull guard stones n moon stones in this era can b seen.the guard stone of the eastern side of the temple r said to b the best gusrd stone in the polonnaruwa era.you also see the best moonstone in polonnaruwa at the base of the main entrance n it shows the evalution from anuradhapura specimens.,356,0.0898876404494382,76,0.7752121336142496,0.06968198953835951,0.05477004377715058
Polonnaruwa Vatadage,Stairs,4,0,8,12,neutral,0.75,four setsof beautifully carved stonestairs lead to the upper levels from four sides.on the sides of stair case some of the most beautifull guard stones n moon stones in this era can b seen.the guard stone of the eastern side of,356,0.033707865168539325,47,1.255797872190522,0.0423302653547367,0.031747699016052525
Polonnaruwa Vatadage,Hindu shrine,2,0,7,9,neutral,0.758,This is a really impressive looking circular shrine that once housed Buddha's tooth relic.,356,0.025280898876404494,39,1.4423838277709342,0.036464759690838226,0.027640287845655375
Polonnaruwa Vatadage,Ticket price,4,1,6,11,neutral,0.776,"15 USD per person.When you go to Sri Lanka, you have to learn a little about the history of this country and this place is a good place to start.",356,0.03089887640449438,94,0.5626506916305767,0.01738527417959647,0.01349097276336686
Polonnaruwa Vatadage,Safety,4,1,2,7,positive,0.823,setsof beautifully carved stonestairs lead to the upper levels from four sides.on the sides of stair case some of the most beautifull guard stones n moon stones in this era can b seen.the guard stone of the eastern side of the temple r said to b the best gusrd stone in the polonnaruwa era.you also see the best moonstone in,356,0.019662921348314606,86,0.651598177647073,0.012812323717779524,0.010544542419732548
Polonnaruwa Vatadage,Value for money,5,2,0,7,positive,0.846,Cheap homestays and it feels like you're in the middle of the jungle with a good infrastructure.,356,0.019662921348314606,112,0.38744660260548613,0.007618332073703379,0.006445108934353058
Polonnaruwa Vatadage,Crowdedness,0,5,0,5,negative,0.824,We loved the 'city' because it is quite clean and not so crowded compared to other places in Sri Lanka.,356,0.014044943820224719,122,0.3019244291673241,0.004240511645608484,0.0034941815959813904
Polonnaruwa Vatadage,Scenic view,3,0,2,5,positive,0.764,"Recommend to view Polonnaruwa monuments in the same visit in the morning or afternoon, take a few hours for all",356,0.014044943820224719,128,0.25391520998096345,0.0035662248592831943,0.0027245957924923606
Popham's Arboretum,Wildlife,37,4,23,64,positive,0.791,"This special place is a bubble of peace and quiet for the trees and animals, ourselves included.",380,0.16842105263157894,54,1.1169614273363062,0.18811981934085156,0.1488027770986136
Popham's Arboretum,Birds,23,2,19,44,positive,0.768,The best time to go for birds is in the early morning and late afternoon.,380,0.11578947368421053,40,1.4170660197866443,0.1640813286068746,0.1260144603700797
Popham's Arboretum,Local guide,31,5,28,64,positive,0.763,"I would have missed them all, but our wonderful guide pointed them out to us patiently, lending his binoculars and showing us exactly what we were looking at in his guide books.",380,0.16842105263157894,66,0.9162907318741551,0.15432264957880507,0.11774818162862827
Popham's Arboretum,Forest,24,0,20,44,positive,0.784,"a variety of interesting birds including: Black-headed Cuckooshrike, Jerdon'sand Golden-Fronted Leafbirds, Black-hooded orioles, Forest Wagtails, White-Browed Bulbul, several Asian Paradise Flycatchers, White-rumped Shama,Lotten's and Purple Rumped Sunbirds, and of course yellow-biked Babblers, Common Myna, and Spotted",380,0.11578947368421053,51,1.1741198411762548,0.1359507184519874,0.10658536326635812
Popham's Arboretum,Trail,16,1,14,31,positive,0.772,We were well guided and the path is a very easy walk.,380,0.08157894736842106,39,1.4423838277709342,0.11766815437078675,0.09083981517424737
Popham's Arboretum,Signage,4,2,3,9,positive,0.767,Really lovely to get away from all the crowds and walk in the cool of the clearly marked paths.,380,0.02368421052631579,16,2.3333567516607996,0.05526371253933473,0.04238726751766974
Popham's Arboretum,Ticket price,7,4,13,24,neutral,0.767,Not sure how much they charge- I gave a donation and felt it was worth every rupee.,380,0.06315789473684211,94,0.5626506916305767,0.03553583315561537,0.027255984030356988
Popham's Arboretum,Guided tours,4,1,3,8,positive,0.833,"We had a great guided tour through the forest that made ""nature conservation"" to us a very real thing.",380,0.021052631578947368,36,1.5224265354444706,0.0320510849567257,0.026698553768952506
Popham's Arboretum,Service quality,15,0,3,18,positive,0.801,We visit their and at the time of our visit only a helper is there He was helpful but not a good guide.So If you wants to visit please made a arrangement for guide.It's like worth of going a big land with so many plants and trees .,380,0.04736842105263158,88,0.6286086594223741,0.0297761996568493,0.023850735925136292
Popham's Arboretum,Value for money,7,8,0,15,negative,0.861,"ENG: A bit too expensive, but really nice!",380,0.039473684210526314,112,0.38744660260548613,0.015293944839690241,0.013168086506973297
Popham's Arboretum,Family friendliness,6,0,3,9,positive,0.762,Our young children loved the easy walks and bats!,380,0.02368421052631579,89,0.6173091041684409,0.014620478782936758,0.011140804832597809
Popham's Arboretum,Weather condition,2,4,1,7,negative,0.78,If you get good explanation I think it's worth .For us it unfortunate.We have seen few bats and jungle fowl and also it's dry day .There was no rain for days .,380,0.018421052631578946,82,0.6992262266363275,0.012880483122248137,0.010046776835353547
Popham's Arboretum,Accommodation,4,1,3,8,positive,0.787,"The animals were very difficult to see, and we ended up seeing a wildcat very fleetingly, and 3 sleeping birds near the accommodation block.",380,0.021052631578947368,90,0.6061358035703155,0.012760753759375063,0.010042713208628174
Popham's Arboretum,Temple,5,0,1,6,positive,0.797,"The location is interesting and close to quite a few sites such as Dambulla Cave Temples and Minneriya National Park.Staff are very helpful, kind and friendly.However do not trust the arrows on the trees in the forest because some of them are wrong and could you get you lost as in the 'Blair Witch Project'.",380,0.015789473684210527,76,0.7752121336142496,0.012240191583382888,0.009755432691956162
Popham's Arboretum,Peacefulness,17,0,0,17,positive,0.826,"This special place is a bubble of peace and quiet for the trees and animals, ourselves included.",380,0.04473684210526316,129,0.24613306953890854,0.011011216268845908,0.00909526463806672
Popham's Arboretum,Entrance fee,1,0,5,6,neutral,0.777,"there are much better places for free.And one more comment to the owners - if you want to charge for entrance, please, call it an entrance fee as normal person would do and don't play stupid games with ""donation"".",380,0.015789473684210527,87,0.6400373552459969,0.010105852977568372,0.007852247763570625
Popham's Arboretum,Public transport access,1,0,5,6,neutral,0.783,But you have taken a tuk tuk and the owner suggests this is a reasonable amount after a bit of buttering you up at the start.,380,0.015789473684210527,90,0.6061358035703155,0.009570565319531297,0.007493752645193006
Rankoth Vehera,Stupa,14,1,27,42,neutral,0.768,It is beautiful on it's own and the largest stupa in polonnaruwa,63,0.6666666666666666,29,1.7386496439141066,1.1590997626094044,0.8901886176840226
Rankoth Vehera,Temple,3,0,6,9,neutral,0.769,"If you have the time, its well worth a look in at the Rankoth Vihara.",63,0.14285714285714285,76,0.7752121336142496,0.11074459051632136,0.08516259010705113
Rankoth Vehera,Buddha statue,2,0,3,5,neutral,0.788,"It is easy to see back in the day (around 1100) that worshippers of Buddha, would have been in awe of structures like these, as they are pretty impressive nowadays.",63,0.07936507936507936,47,1.255797872190522,0.09966649779289857,0.07853720026080407
Rankoth Vehera,Weather condition,3,3,1,7,positive,0.769,"Unfortunately, it was raining on the day of our visit, so we could not walk about.",63,0.1111111111111111,82,0.6992262266363275,0.07769180295959194,0.0597449964759262
Ravana Ella Falls,Waterfall,244,28,117,389,positive,0.797,A wonderful waterfall with a relaxed atmosphere.,1096,0.35492700729927007,24,1.927891643552635,0.6842608114434079,0.5453558667203962
Ravana Ella Falls,Rock formation,21,17,33,71,neutral,0.759,"If on a scooter, beware of the parking dude trying to charge you 200 for a 20 rupees parking fee ticket (the price is printed on the receipt) and the pushy dude trying to sell you some piece of rock by forcing it into your hands.",1096,0.06478102189781022,20,2.1102132003465894,0.1367017675407006,0.10375664156339176
Ravana Ella Falls,Souvenir stalls,17,4,31,52,neutral,0.771,Evan good souvenir shopping at the stalls nearby.,1096,0.04744525547445255,49,1.214125175789954,0.05760447914331898,0.04441305341949894
Ravana Ella Falls,Mountain,19,4,7,30,positive,0.767,"The best of this waterfall is its location on the way down from Ella towards the plains, also passing little Adam's peak.",1096,0.02737226277372263,24,1.927891643552635,0.052770756666586725,0.04047517036327202
Ravana Ella Falls,Public transport access,20,11,44,75,neutral,0.774,I intended to walk to the falls but the road was very busy so i opted to catch the bus for the 6 km trip.,1096,0.06843065693430657,90,0.6061358035703155,0.0414782712297205,0.032104181931803664
Ravana Ella Falls,Accessibility,23,2,0,25,positive,0.851,Picturesque and easily accessible.,1096,0.02281021897810219,36,1.5224265354444706,0.034726882651561826,0.029552577136479113
Ravana Ella Falls,Shops,5,2,6,13,neutral,0.752,The ride was definitely the best bit but the waterfall was nice to see and there is a few cafes/restaurants/shops around.,1096,0.011861313868613138,10,2.803360380906535,0.03325153736476729,0.025005156098305004
Ravana Ella Falls,Crowdedness,1,96,1,98,negative,0.83,This spot gets busy with visitors.,1096,0.08941605839416059,122,0.3019244291673241,0.02699689238904905,0.02240742068291071
Ravana Ella Falls,Safety,14,27,3,44,negative,0.839,Can be very dangerous as the signs will tell you.,1096,0.040145985401459854,86,0.651598177647073,0.026159050927437234,0.02194744372811984
