place_name,feature,review_percentage,review_count,total_reviews,avg_confidence,dominant_sentiment
Sri Pada / Adam's Peak,Ticket price,390.0,39,10.0,0.7603,neutral
Sri Pada / Adam's Peak,Local guide,360.0,36,10.0,0.7292,neutral
Sri Pada / Adam's Peak,Value for money,320.0,32,10.0,0.8225,positive
Sri Pada / Adam's Peak,Public transport access,310.0,31,10.0,0.74,neutral
Sri Pada / Adam's Peak,Waterfall,290.0,29,10.0,0.7897,positive
Sri Pada / Adam's Peak,Road access,280.0,28,10.0,0.6582,neutral
Sri Pada / Adam's Peak,Rock formation,270.0,27,10.0,0.7244,neutral
Sri Pada / Adam's Peak,Sunset view,240.0,24,10.0,0.8308,positive
Sri Pada / Adam's Peak,Peacefulness,230.0,23,10.0,0.8087,positive
Sri Pada / Adam's Peak,Safety,230.0,23,10.0,0.827,negative
Sri Pada / Adam's Peak,Forest,170.0,17,10.0,0.7941,neutral
Sri Pada / Adam's Peak,Hindu shrine,170.0,17,10.0,0.7471,neutral
Sri Pada / Adam's Peak,River,170.0,17,10.0,0.7576,neutral
Sri Pada / Adam's Peak,Service quality,140.0,14,10.0,0.8071,positive
Sri Pada / Adam's Peak,Signage,130.0,13,10.0,0.7,neutral
Sri Pada / Adam's Peak,Water depth,110.0,11,10.0,0.7236,neutral
Sri Pada / Adam's Peak,Wildlife,110.0,11,10.0,0.7655,neutral
Sri Pada / Adam's Peak,Cafes,90.0,9,10.0,0.76,neutral
Sri Pada / Adam's Peak,Leeches,90.0,9,10.0,0.8022,negative
Sri Pada / Adam's Peak,Entrance fee,70.0,7,10.0,0.7943,neutral
Sri Pada / Adam's Peak,Restaurants,70.0,7,10.0,0.7829,neutral
Sri Pada / Adam's Peak,Heritage site,50.0,5,10.0,0.76,neutral
Sri Pada / Adam's Peak,Lake,50.0,5,10.0,0.704,positive
Sri Pada / Adam's Peak,Market,50.0,5,10.0,0.772,neutral
Sri Pada / Adam's Peak,Strong current,50.0,5,10.0,0.8,negative
St Benedict's Monastery - Adisham,Scenic view,31.51,69,219.0,0.7943,positive
St Benedict's Monastery - Adisham,Shops,18.72,41,219.0,0.6815,neutral
St Benedict's Monastery - Adisham,Road access,15.53,34,219.0,0.6932,neutral
St Benedict's Monastery - Adisham,Ticket price,15.07,33,219.0,0.7442,neutral
St Benedict's Monastery - Adisham,Cleanliness,14.16,31,219.0,0.8929,positive
St Benedict's Monastery - Adisham,Mountain,10.05,22,219.0,0.7391,neutral
St Clair's Falls,Waterfall,75.59,192,254.0,0.7939,positive
St Clair's Falls,Scenic view,51.57,131,254.0,0.7854,positive
St Clair's Falls,Road access,32.28,82,254.0,0.6899,positive
St Clair's Falls,Weather condition,15.35,39,254.0,0.7867,negative
St Clair's Falls,Viewpoint,14.17,36,254.0,0.8022,neutral
St Clair's Falls,Tea plantation,10.24,26,254.0,0.8408,positive
St Lucia's Cathedral,Church,95.0,38,40.0,0.7847,positive
St Lucia's Cathedral,Peacefulness,25.0,10,40.0,0.808,positive
St Lucia's Cathedral,Cleanliness,15.0,6,40.0,0.9067,positive
St Lucia's Cathedral,Parking,15.0,6,40.0,0.8,positive
St Lucia's Cathedral,Sculptures,15.0,6,40.0,0.8,positive
St Lucia's Cathedral,Service quality,15.0,6,40.0,0.8167,positive
St. Mary's Church,Church,84.17,234,278.0,0.7959,positive
St. Mary's Church,Paintings,21.22,59,278.0,0.8014,positive
St. Mary's Church,Peacefulness,17.63,49,278.0,0.8106,positive
Statue of Parakramabahu I,Sculptures,76.77,76,99.0,0.7858,positive
Statue of Parakramabahu I,Lake,25.25,25,99.0,0.7112,neutral
Statue of Parakramabahu I,Ancient ruins,14.14,14,99.0,0.7829,positive
Statue of Parakramabahu I,Rock formation,13.13,13,99.0,0.7046,neutral
Statue of Parakramabahu I,Local guide,11.11,11,99.0,0.7436,neutral
Temple of the Sacred Tooth Relic,Temple,69.37,437,630.0,0.7883,positive
Temple of the Sacred Tooth Relic,Crowdedness,27.14,171,630.0,0.8301,negative
Temple of the Sacred Tooth Relic,Buddha statue,22.86,144,630.0,0.7733,neutral
Temple of the Sacred Tooth Relic,Local guide,18.57,117,630.0,0.7679,positive
Temple of the Sacred Tooth Relic,Ticket price,17.14,108,630.0,0.7579,neutral
Temple of the Sacred Tooth Relic,Museum,14.29,90,630.0,0.7827,positive
Temple of the Sacred Tooth Relic,Peacefulness,10.48,66,630.0,0.8012,positive
Trincomalee Beach,Beach,86.76,59,68.0,0.818,positive
Trincomalee Beach,Cleanliness,47.06,32,68.0,0.865,positive
Trincomalee Beach,Sea,27.94,19,68.0,0.7253,positive
Trincomalee Beach,Accommodation,23.53,16,68.0,0.7638,neutral
Trincomalee Beach,Peacefulness,20.59,14,68.0,0.7829,positive
Trincomalee Beach,Sandy beach,16.18,11,68.0,0.7727,positive
Trincomalee Beach,Crowdedness,14.71,10,68.0,0.838,negative
Trincomalee Beach,Safety,14.71,10,68.0,0.824,positive
Trincomalee Beach,Weather condition,14.71,10,68.0,0.776,negative
Trincomalee Beach,Family friendliness,10.29,7,68.0,0.7886,positive
Trincomalee Beach,Hindu shrine,10.29,7,68.0,0.7914,positive
Trincomalee Beach,Scenic view,10.29,7,68.0,0.8286,positive
Trincomalee Beach,Temple,10.29,7,68.0,0.7857,positive
Trincomalee War Cemetery,Cleanliness,30.31,77,254.0,0.8847,positive
Trincomalee War Cemetery,Peacefulness,24.02,61,254.0,0.8184,positive
Trincomalee War Cemetery,Road access,12.99,33,254.0,0.6764,positive
Turtle Conservation Project Turtle Watch,Turtles,95.47,358,375.0,0.7887,positive
Turtle Conservation Project Turtle Watch,Beach,57.87,217,375.0,0.775,neutral
Turtle Conservation Project Turtle Watch,Local guide,42.13,158,375.0,0.7535,neutral
Turtle Conservation Project Turtle Watch,Sea,36.53,137,375.0,0.7091,neutral
Turtle Conservation Project Turtle Watch,Wildlife,26.93,101,375.0,0.7863,neutral
Turtle Conservation Project Turtle Watch,Ticket price,19.73,74,375.0,0.7582,neutral
Turtle Conservation Project Turtle Watch,Crowdedness,16.0,60,375.0,0.8223,negative
Turtle Conservation Project Turtle Watch,Service quality,14.4,54,375.0,0.7826,positive
Turtle Conservation Project Turtle Watch,Sandy beach,13.87,52,375.0,0.6915,neutral
Turtle Conservation Project Turtle Watch,Family friendliness,13.6,51,375.0,0.7427,neutral
Turtle Conservation Project Turtle Watch,Value for money,10.13,38,375.0,0.8421,negative
Twin Baths (Kuttam Pokuna),Cleanliness,10.63,27,254.0,0.8681,positive
Udawalawe National Park,Elephants,74.67,448,600.0,0.7816,neutral
Udawalawe National Park,Wildlife,71.17,427,600.0,0.7933,positive
Udawalawe National Park,Local guide,55.67,334,600.0,0.7969,positive
Udawalawe National Park,Birds,51.17,307,600.0,0.7721,neutral
Udawalawe National Park,Accommodation,14.0,84,600.0,0.78,neutral
Udawalawe National Park,Ticket price,11.0,66,600.0,0.8041,positive
Unawatuna Beach,Beach,94.74,126,133.0,0.8184,positive
Unawatuna Beach,Restaurants,43.61,58,133.0,0.7931,positive
Unawatuna Beach,Cleanliness,30.83,41,133.0,0.8702,positive
Unawatuna Beach,Sea,30.08,40,133.0,0.7455,positive
Unawatuna Beach,Sandy beach,24.81,33,133.0,0.7497,positive
Unawatuna Beach,Waves,21.05,28,133.0,0.775,positive
Unawatuna Beach,Food quality,20.3,27,133.0,0.7393,positive
Unawatuna Beach,Crowdedness,18.8,25,133.0,0.8168,negative
Unawatuna Beach,Family friendliness,16.54,22,133.0,0.7718,positive
Unawatuna Beach,Accommodation,15.04,20,133.0,0.796,positive
Unawatuna Beach,Peacefulness,12.78,17,133.0,0.7859,positive
Unawatuna Beach,Safety,12.03,16,133.0,0.8,positive
Unawatuna Beach,Ticket price,12.03,16,133.0,0.7912,positive
Unawatuna Beach,Cafes,11.28,15,133.0,0.8053,positive
Unawatuna Beach,Value for money,11.28,15,133.0,0.8267,positive
Uppuveli Beach,Beach,96.94,95,98.0,0.8145,positive
Uppuveli Beach,Cleanliness,39.8,39,98.0,0.8677,negative
Uppuveli Beach,Restaurants,30.61,30,98.0,0.806,positive
Uppuveli Beach,Sea,27.55,27,98.0,0.7356,positive
Uppuveli Beach,Accommodation,25.51,25,98.0,0.7872,neutral
Uppuveli Beach,Sandy beach,23.47,23,98.0,0.7687,positive
Uppuveli Beach,Peacefulness,18.37,18,98.0,0.7844,positive
Uppuveli Beach,Food quality,14.29,14,98.0,0.7386,positive
Uppuveli Beach,Crowdedness,13.27,13,98.0,0.8369,negative
Uppuveli Beach,Boat service,10.2,10,98.0,0.754,neutral
Uppuveli Beach,Safety,10.2,10,98.0,0.82,positive
Uppuveli Beach,Waves,10.2,10,98.0,0.784,positive
Victoria Park of Nuwara Eliya,Family friendliness,28.0,140,500.0,0.7581,positive
Victoria Park of Nuwara Eliya,Cleanliness,24.2,121,500.0,0.8817,positive
Victoria Park of Nuwara Eliya,Ticket price,17.4,87,500.0,0.7655,neutral
Victoria Park of Nuwara Eliya,Entrance fee,17.0,85,500.0,0.8466,neutral
Viharamahadevi Park,Family friendliness,43.6,218,500.0,0.7572,positive
Viharamahadevi Park,Cleanliness,21.2,106,500.0,0.8858,positive
Viharamahadevi Park,Crowdedness,15.6,78,500.0,0.8095,negative
Viharamahadevi Park,Buddha statue,14.4,72,500.0,0.8125,positive
Viharamahadevi Park,Sculptures,13.6,68,500.0,0.7868,positive
Viharamahadevi Park,Peacefulness,13.4,67,500.0,0.7928,positive
Viharamahadevi Park,Trail,13.0,65,500.0,0.7628,neutral
Visit Kanneliya Rain Forest,Forest,76.06,54,71.0,0.7937,positive
Visit Kanneliya Rain Forest,Waterfall,52.11,37,71.0,0.7908,positive
Visit Kanneliya Rain Forest,Local guide,47.89,34,71.0,0.7571,neutral
Visit Kanneliya Rain Forest,Weather condition,46.48,33,71.0,0.7424,negative
Visit Kanneliya Rain Forest,Birds,28.17,20,71.0,0.781,positive
Visit Kanneliya Rain Forest,Leeches,28.17,20,71.0,0.798,negative
Visit Kanneliya Rain Forest,Trail,21.13,15,71.0,0.7667,neutral
Visit Kanneliya Rain Forest,Wildlife,18.31,13,71.0,0.8031,positive
Visit Kanneliya Rain Forest,Ticket price,16.9,12,71.0,0.7658,neutral
Visit Kanneliya Rain Forest,Food quality,15.49,11,71.0,0.72,neutral
Visit Kanneliya Rain Forest,Family friendliness,12.68,9,71.0,0.7467,positive
Wasgamuwa National Park,Elephants,87.69,57,65.0,0.7856,positive
Wasgamuwa National Park,Birds,53.85,35,65.0,0.7646,neutral
Wasgamuwa National Park,Wildlife,52.31,34,65.0,0.7735,neutral
Wasgamuwa National Park,River,21.54,14,65.0,0.7886,positive
Wasgamuwa National Park,Crowdedness,18.46,12,65.0,0.8767,negative
Wasgamuwa National Park,Local guide,18.46,12,65.0,0.7392,neutral
Wasgamuwa National Park,Road access,15.38,10,65.0,0.729,neutral
Wasgamuwa National Park,Scenic view,15.38,10,65.0,0.792,positive
Wasgamuwa National Park,Food quality,13.85,9,65.0,0.7022,neutral
Wasgamuwa National Park,Forest,13.85,9,65.0,0.7733,neutral
Wasgamuwa National Park,Leopards,12.31,8,65.0,0.7725,neutral
Wasgamuwa National Park,Ticket price,12.31,8,65.0,0.7375,neutral
Wasgamuwa National Park,Peacefulness,10.77,7,65.0,0.8057,positive
Weherahena Buddhist Temple,Temple,73.49,61,83.0,0.7813,positive
Weherahena Buddhist Temple,Buddha statue,56.63,47,83.0,0.8047,positive
Weherahena Buddhist Temple,Sculptures,45.78,38,83.0,0.7805,neutral
Weherahena Buddhist Temple,Paintings,36.14,30,83.0,0.7907,positive
Weherahena Buddhist Temple,Local guide,18.07,15,83.0,0.7467,neutral
Weherahena Buddhist Temple,Ticket price,15.66,13,83.0,0.7485,neutral
Weherahena Buddhist Temple,Peacefulness,14.46,12,83.0,0.7967,positive
Weherahena Buddhist Temple,Scenic view,13.25,11,83.0,0.7982,positive
Weherahena Buddhist Temple,Murals,12.05,10,83.0,0.818,positive
Weherahena Buddhist Temple,Public transport access,10.84,9,83.0,0.7889,neutral
Weligama Beach,Beach,86.91,166,191.0,0.8151,positive
Weligama Beach,Waves,62.3,119,191.0,0.7402,positive
Weligama Beach,Cleanliness,29.84,57,191.0,0.8758,positive
Weligama Beach,Sandy beach,19.9,38,191.0,0.7568,positive
Weligama Beach,Accommodation,18.85,36,191.0,0.7833,neutral
Weligama Beach,Restaurants,16.23,31,191.0,0.8,positive
Weligama Beach,Sea,15.71,30,191.0,0.7487,positive
Weligama Beach,Crowdedness,15.18,29,191.0,0.831,negative
Weligama Beach,Family friendliness,10.47,20,191.0,0.787,positive
Weligama Beach,Food quality,10.47,20,191.0,0.756,positive
Weligama Beach,Peacefulness,10.47,20,191.0,0.786,positive
Weligama Beach,Safety,10.47,20,191.0,0.787,positive
Wewurukannala Vihara,Temple,79.84,103,129.0,0.7835,positive
Wewurukannala Vihara,Buddha statue,51.16,66,129.0,0.7991,neutral
Wewurukannala Vihara,Elephants,41.09,53,129.0,0.7736,neutral
Wewurukannala Vihara,Sculptures,41.09,53,129.0,0.7792,neutral
Wewurukannala Vihara,Wildlife,20.93,27,129.0,0.76,neutral
Wewurukannala Vihara,Paintings,20.16,26,129.0,0.7769,neutral
Wewurukannala Vihara,Ticket price,14.73,19,129.0,0.7489,neutral
Wewurukannala Vihara,Murals,13.95,18,129.0,0.7944,positive
Wewurukannala Vihara,Entrance fee,10.85,14,129.0,0.7943,neutral
Whale Watching in Mirissa,Whales,100.0,103,103.0,0.7988,positive
Whale Watching in Mirissa,Boat service,56.31,58,103.0,0.7386,positive
Whale Watching in Mirissa,Dolphins,42.72,44,103.0,0.7695,neutral
Whale Watching in Mirissa,Service quality,33.01,34,103.0,0.8235,positive
Whale Watching in Mirissa,Sea,32.04,33,103.0,0.7182,neutral
Whale Watching in Mirissa,Wildlife,17.48,18,103.0,0.7922,positive
Whale Watching in Mirissa,Ticket price,13.59,14,103.0,0.7957,positive
Whale Watching in Mirissa,Food quality,12.62,13,103.0,0.7585,positive
Wilpattu National Park,Leopards,70.8,354,500.0,0.7703,neutral
Wilpattu National Park,Wildlife,67.8,339,500.0,0.7851,neutral
Wilpattu National Park,Birds,59.2,296,500.0,0.7627,neutral
Wilpattu National Park,Elephants,48.0,240,500.0,0.7618,neutral
Wilpattu National Park,Local guide,19.6,98,500.0,0.7596,neutral
Wilpattu National Park,Forest,18.0,90,500.0,0.7698,neutral
Wilpattu National Park,Scenic view,14.2,71,500.0,0.8115,positive
Wilpattu National Park,Road access,13.6,68,500.0,0.6937,neutral
Wilpattu National Park,Ticket price,13.6,68,500.0,0.7599,neutral
Wilpattu National Park,Crowdedness,13.0,65,500.0,0.8489,negative
Wilpattu National Park,Trail,10.0,50,500.0,0.7616,neutral
Wolvendaal Church,Church,84.62,99,117.0,0.7875,positive
Wolvendaal Church,Colonial architecture,23.93,28,117.0,0.7764,neutral
Wolvendaal Church,Service quality,11.97,14,117.0,0.7771,positive
Wolvendaal Church,Local guide,11.11,13,117.0,0.7615,positive
Yala National Park,Wildlife,73.42,58,79.0,0.7824,neutral
Yala National Park,Leopards,65.82,52,79.0,0.77,neutral
Yala National Park,Birds,55.7,44,79.0,0.7614,neutral
Yala National Park,Elephants,55.7,44,79.0,0.7736,neutral
Yala National Park,Crowdedness,22.78,18,79.0,0.8344,negative
Yala National Park,Road access,20.25,16,79.0,0.7362,positive
Yala National Park,Local guide,15.19,12,79.0,0.7333,neutral
Yala National Park,Accommodation,13.92,11,79.0,0.7655,neutral
Yala National Park,Ticket price,13.92,11,79.0,0.7555,neutral
Yala National Park,Beach,11.39,9,79.0,0.7756,neutral
Yala National Park,Trail,11.39,9,79.0,0.78,neutral
Yala National Park,Forest,10.13,8,79.0,0.7775,neutral
Yapahuwa Rock Fortress,Scenic view,58.82,50,85.0,0.7926,positive
Yapahuwa Rock Fortress,Rock formation,56.47,48,85.0,0.7125,positive
Yapahuwa Rock Fortress,Stairs,54.12,46,85.0,0.7891,neutral
Yapahuwa Rock Fortress,Fortress,44.71,38,85.0,0.7847,positive
Yapahuwa Rock Fortress,Ancient ruins,30.59,26,85.0,0.7838,neutral
Yapahuwa Rock Fortress,Sculptures,22.35,19,85.0,0.7874,positive
Yapahuwa Rock Fortress,Temple,20.0,17,85.0,0.7729,neutral
Yapahuwa Rock Fortress,Trail,16.47,14,85.0,0.72,neutral
Yapahuwa Rock Fortress,Weather condition,16.47,14,85.0,0.7543,negative
Yapahuwa Rock Fortress,Cave,12.94,11,85.0,0.72,neutral
Yapahuwa Rock Fortress,Museum,11.76,10,85.0,0.752,neutral
Yapahuwa Rock Fortress,Mountain,10.59,9,85.0,0.74,neutral
